usuario_id,region,fruta,mes,entrante
4,1,melon,12,77
4,2,manzana,1,17
4,2,limon,1,220
4,2,melon,1,605
4,2,manzana,2,17
4,2,limon,2,396
4,2,kiwi,2,20
4,2,naranja,2,248
4,2,melon,2,484
4,2,manzana,3,8
4,2,limon,3,88
4,2,kiwi,3,55
4,2,naranja,3,32
4,2,melon,3,429
4,2,manzana,4,34
4,2,limon,4,187
4,2,kiwi,4,225
4,2,naranja,4,128
4,2,melon,4,220
4,2,manzana,5,68
4,2,limon,5,286
4,2,kiwi,5,300
4,2,naranja,5,184
4,2,melon,5,143
4,2,manzana,6,83
4,2,kiwi,6,240
4,2,naranja,6,808
4,2,manzana,7,67
4,2,limon,7,462
4,2,kiwi,7,125
4,2,naranja,7,760
4,2,melon,7,55
4,2,manzana,8,67
4,2,limon,8,418
4,2,kiwi,8,240
4,2,naranja,8,400
4,2,manzana,9,59
4,2,limon,9,209
4,2,kiwi,9,65
4,2,naranja,9,376
4,2,melon,9,88
4,2,manzana,11,30
4,2,limon,11,154
4,2,kiwi,11,70
4,2,naranja,11,352
4,2,melon,11,242
4,2,manzana,12,44
4,2,limon,12,418
4,2,kiwi,12,30
4,2,naranja,12,400
4,2,melon,12,352
5,1,limon,1,341
5,1,kiwi,1,60
5,1,melon,1,209
5,1,manzana,2,5
5,1,limon,2,55
5,1,kiwi,2,60
5,1,naranja,2,112
5,1,melon,2,154
5,1,manzana,5,14
5,1,limon,5,165
5,1,kiwi,5,125
5,1,naranja,5,64
5,1,manzana,6,11
5,1,limon,6,22
5,1,kiwi,6,70
5,1,naranja,6,312
5,1,manzana,7,14
5,1,limon,7,154
5,1,kiwi,7,125
5,1,naranja,7,112
5,1,manzana,8,29
5,1,limon,8,165
5,1,kiwi,8,55
5,1,naranja,8,72
5,1,manzana,9,16
5,1,kiwi,9,80
5,1,naranja,9,16
5,1,manzana,12,9
5,1,kiwi,12,5
5,1,naranja,12,8
5,1,melon,12,275
5,2,manzana,1,6
5,2,limon,1,176
5,2,kiwi,1,95
5,2,naranja,1,72
5,2,melon,1,660
5,2,manzana,2,4
5,2,limon,2,264
5,2,naranja,2,56
5,2,melon,2,726
5,2,manzana,3,14
5,2,limon,3,363
5,2,kiwi,3,200
5,2,naranja,3,192
5,2,melon,3,550
5,2,manzana,4,47
5,2,limon,4,363
5,2,kiwi,4,110
5,2,naranja,4,184
5,2,melon,4,473
5,2,manzana,5,78
5,2,limon,5,638
5,2,kiwi,5,235
5,2,naranja,5,656
5,2,melon,5,66
5,2,manzana,6,43
5,2,limon,6,594
5,2,kiwi,6,160
5,2,naranja,6,440
5,2,melon,6,55
5,2,manzana,7,62
5,2,limon,7,363
5,2,kiwi,7,200
5,2,naranja,7,320
5,2,manzana,8,91
5,2,limon,8,176
5,2,kiwi,8,100
5,2,naranja,8,312
5,2,melon,8,154
5,2,manzana,9,41
5,2,limon,9,440
5,2,kiwi,9,300
5,2,naranja,9,576
5,2,melon,9,132
5,2,manzana,11,77
5,2,limon,11,781
5,2,kiwi,11,55
5,2,naranja,11,632
5,2,melon,11,407
5,2,manzana,12,54
5,2,limon,12,572
5,2,kiwi,12,130
5,2,naranja,12,472
5,2,melon,12,165
6,1,manzana,1,1
6,1,naranja,1,40
6,1,melon,1,407
6,1,manzana,2,15
6,1,limon,2,99
6,1,naranja,2,96
6,1,melon,2,385
6,1,manzana,3,1
6,1,limon,3,176
6,1,melon,3,209
6,1,manzana,4,8
6,1,melon,4,231
6,1,manzana,5,13
6,1,limon,5,99
6,1,kiwi,5,110
6,1,naranja,5,296
6,1,manzana,6,7
6,1,limon,6,121
6,1,kiwi,6,110
6,1,naranja,6,216
6,1,manzana,7,42
6,1,kiwi,7,35
6,1,naranja,7,32
6,1,manzana,8,37
6,1,limon,8,220
6,1,kiwi,8,60
6,1,naranja,8,240
6,1,manzana,9,28
6,1,limon,9,132
6,1,kiwi,9,130
6,1,naranja,9,16
6,1,manzana,10,31
6,1,limon,10,165
6,1,manzana,11,14
6,1,limon,11,99
6,1,naranja,11,72
6,1,melon,11,253
6,1,naranja,12,104
6,1,melon,12,55
6,2,manzana,1,12
6,2,limon,1,154
6,2,naranja,1,88
6,2,melon,1,825
6,2,manzana,2,35
6,2,limon,2,638
6,2,kiwi,2,40
6,2,naranja,2,120
6,2,melon,2,297
6,2,manzana,3,22
6,2,limon,3,253
6,2,kiwi,3,10
6,2,naranja,3,224
6,2,melon,3,462
6,2,manzana,4,45
6,2,limon,4,539
6,2,kiwi,4,20
6,2,naranja,4,128
6,2,melon,4,275
6,2,manzana,5,81
6,2,limon,5,33
6,2,kiwi,5,140
6,2,naranja,5,504
6,2,melon,5,143
6,2,manzana,6,47
6,2,limon,6,187
6,2,kiwi,6,300
6,2,naranja,6,344
6,2,melon,6,99
6,2,manzana,7,32
6,2,limon,7,539
6,2,kiwi,7,415
6,2,naranja,7,328
6,2,melon,7,154
6,2,manzana,8,58
6,2,limon,8,286
6,2,kiwi,8,415
6,2,naranja,8,296
6,2,manzana,9,52
6,2,limon,9,363
6,2,kiwi,9,215
6,2,naranja,9,392
6,2,melon,9,143
6,2,manzana,10,51
6,2,limon,10,473
6,2,kiwi,10,235
6,2,naranja,10,720
6,2,melon,10,253
6,2,manzana,11,42
6,2,limon,11,484
6,2,kiwi,11,155
6,2,naranja,11,704
6,2,melon,11,176
6,2,manzana,12,44
6,2,limon,12,429
6,2,kiwi,12,225
6,2,naranja,12,240
6,2,melon,12,374
7,1,manzana,1,12
7,1,limon,1,110
7,1,naranja,1,88
7,1,melon,1,363
7,1,manzana,2,9
7,1,limon,2,242
7,1,melon,2,99
7,1,limon,3,209
7,1,melon,3,242
7,1,manzana,4,15
7,1,limon,4,198
7,1,kiwi,4,15
7,1,naranja,4,72
7,1,melon,4,132
7,1,manzana,5,9
7,1,limon,5,253
7,1,kiwi,5,65
7,1,naranja,5,240
7,1,melon,5,110
7,1,manzana,7,33
7,1,limon,7,297
7,1,kiwi,7,120
7,1,naranja,7,48
7,1,manzana,8,8
7,1,limon,8,88
7,1,kiwi,8,20
7,1,naranja,8,232
7,1,manzana,9,31
7,1,limon,9,33
7,1,kiwi,9,35
7,1,naranja,9,88
7,1,manzana,10,15
7,1,limon,10,143
7,1,kiwi,10,55
7,1,naranja,10,80
7,1,manzana,11,27
7,1,limon,11,66
7,1,naranja,11,80
7,1,melon,11,242
7,2,manzana,1,9
7,2,limon,1,121
7,2,kiwi,1,50
7,2,naranja,1,128
7,2,melon,1,627
7,2,manzana,2,21
7,2,limon,2,77
7,2,kiwi,2,45
7,2,naranja,2,304
7,2,melon,2,660
7,2,manzana,3,22
7,2,limon,3,319
7,2,kiwi,3,10
7,2,naranja,3,128
7,2,melon,3,506
7,2,manzana,4,33
7,2,limon,4,275
7,2,kiwi,4,250
7,2,naranja,4,112
7,2,melon,4,242
7,2,manzana,5,40
7,2,limon,5,429
7,2,kiwi,5,110
7,2,naranja,5,480
7,2,manzana,6,100
7,2,limon,6,308
7,2,kiwi,6,155
7,2,naranja,6,376
7,2,melon,6,88
7,2,manzana,7,83
7,2,limon,7,385
7,2,kiwi,7,120
7,2,naranja,7,432
7,2,melon,7,121
7,2,manzana,8,80
7,2,limon,8,495
7,2,kiwi,8,110
7,2,naranja,8,456
7,2,melon,8,121
7,2,manzana,9,81
7,2,limon,9,462
7,2,kiwi,9,275
7,2,naranja,9,464
7,2,melon,9,22
7,2,manzana,10,61
7,2,limon,10,374
7,2,kiwi,10,275
7,2,naranja,10,576
7,2,melon,10,22
7,2,manzana,11,39
7,2,limon,11,286
7,2,kiwi,11,115
7,2,naranja,11,544
7,2,melon,11,407
7,2,manzana,12,21
7,2,limon,12,572
7,2,kiwi,12,100
7,2,naranja,12,560
7,2,melon,12,374
8,1,manzana,1,11
8,1,limon,1,264
8,1,naranja,1,128
8,1,melon,1,352
8,1,limon,3,77
8,1,kiwi,3,65
8,1,naranja,3,8
8,1,melon,3,198
8,1,manzana,4,7
8,1,limon,4,88
8,1,kiwi,4,135
8,1,melon,4,187
8,1,manzana,5,20
8,1,limon,5,154
8,1,kiwi,5,175
8,1,naranja,5,72
8,1,manzana,6,10
8,1,limon,6,66
8,1,kiwi,6,105
8,1,naranja,6,24
8,1,manzana,7,24
8,1,limon,7,198
8,1,kiwi,7,30
8,1,naranja,7,88
8,1,manzana,8,37
8,1,limon,8,77
8,1,kiwi,8,175
8,1,naranja,8,120
8,1,manzana,9,12
8,1,limon,9,55
8,1,kiwi,9,45
8,1,naranja,9,88
8,1,manzana,10,11
8,1,limon,10,209
8,1,kiwi,10,125
8,1,naranja,10,16
8,1,manzana,11,3
8,1,limon,11,33
8,1,kiwi,11,65
8,1,melon,11,220
8,1,naranja,12,8
8,1,melon,12,66
8,2,limon,2,737
8,2,kiwi,2,100
8,2,naranja,2,272
8,2,melon,2,407
8,2,manzana,3,31
8,2,limon,3,363
8,2,naranja,3,48
8,2,melon,3,396
8,2,manzana,4,82
8,2,limon,4,484
8,2,kiwi,4,145
8,2,naranja,4,256
8,2,melon,4,165
8,2,manzana,5,36
8,2,limon,5,121
8,2,kiwi,5,340
8,2,naranja,5,280
8,2,manzana,6,68
8,2,limon,6,297
8,2,kiwi,6,315
8,2,naranja,6,432
8,2,melon,6,154
8,2,manzana,7,47
8,2,limon,7,77
8,2,kiwi,7,190
8,2,naranja,7,792
8,2,manzana,8,84
8,2,limon,8,374
8,2,kiwi,8,265
8,2,naranja,8,656
8,2,melon,8,44
8,2,manzana,9,44
8,2,limon,9,407
8,2,kiwi,9,245
8,2,naranja,9,608
8,2,melon,9,154
8,2,manzana,10,70
8,2,limon,10,528
8,2,kiwi,10,230
8,2,naranja,10,472
8,2,melon,10,143
8,2,manzana,11,35
8,2,limon,11,473
8,2,kiwi,11,175
8,2,naranja,11,400
8,2,melon,11,286
8,2,manzana,12,24
8,2,limon,12,352
8,2,kiwi,12,145
8,2,naranja,12,712
8,2,melon,12,77
9,1,manzana,1,2
9,1,limon,1,33
9,1,naranja,1,56
9,1,melon,1,110
9,1,manzana,2,15
9,1,limon,2,11
9,1,kiwi,2,45
9,1,naranja,2,160
9,1,melon,2,176
9,1,manzana,3,2
9,1,kiwi,3,40
9,1,naranja,3,80
9,1,melon,3,473
9,1,manzana,4,8
9,1,limon,4,198
9,1,kiwi,4,40
9,1,naranja,4,104
9,1,melon,4,187
9,1,manzana,5,23
9,1,limon,5,143
9,1,kiwi,5,40
9,1,naranja,5,136
9,1,manzana,6,25
9,1,limon,6,143
9,1,kiwi,6,30
9,1,naranja,6,72
9,1,manzana,7,35
9,1,kiwi,7,10
9,1,naranja,7,104
9,1,melon,7,55
9,1,manzana,8,24
9,1,kiwi,8,125
9,1,naranja,8,128
9,1,manzana,9,23
9,1,limon,9,77
9,1,kiwi,9,85
9,1,naranja,9,72
9,1,manzana,10,24
9,1,limon,10,33
9,1,manzana,11,13
9,1,melon,11,297
9,1,limon,12,33
9,1,naranja,12,40
9,2,limon,1,374
9,2,kiwi,1,60
9,2,naranja,1,184
9,2,melon,1,451
9,2,manzana,3,8
9,2,limon,3,517
9,2,kiwi,3,25
9,2,naranja,3,24
9,2,melon,3,352
9,2,manzana,4,43
9,2,limon,4,418
9,2,kiwi,4,105
9,2,naranja,4,96
9,2,melon,4,242
9,2,manzana,5,56
9,2,limon,5,253
9,2,kiwi,5,490
9,2,naranja,5,328
9,2,melon,5,231
9,2,manzana,7,74
9,2,limon,7,715
9,2,kiwi,7,125
9,2,naranja,7,464
9,2,manzana,8,73
9,2,limon,8,286
9,2,kiwi,8,190
9,2,naranja,8,456
9,2,melon,8,165
9,2,manzana,9,86
9,2,limon,9,242
9,2,kiwi,9,255
9,2,naranja,9,328
9,2,manzana,10,53
9,2,limon,10,220
9,2,kiwi,10,210
9,2,naranja,10,744
9,2,melon,10,88
9,2,manzana,11,24
9,2,limon,11,264
9,2,kiwi,11,175
9,2,naranja,11,464
9,2,melon,11,737
9,2,manzana,12,34
9,2,limon,12,275
9,2,kiwi,12,195
9,2,naranja,12,688
9,2,melon,12,308
10,1,limon,2,88
10,1,kiwi,2,15
10,1,naranja,2,160
10,1,melon,2,407
10,1,manzana,3,3
10,1,limon,3,110
10,1,melon,3,209
10,1,manzana,4,4
10,1,limon,4,154
10,1,kiwi,4,80
10,1,naranja,4,160
10,1,melon,4,143
10,1,manzana,5,13
10,1,limon,5,264
10,1,kiwi,5,35
10,1,naranja,5,168
10,1,manzana,6,32
10,1,limon,6,66
10,1,kiwi,6,50
10,1,naranja,6,312
10,1,manzana,7,19
10,1,kiwi,7,85
10,1,naranja,7,176
10,1,manzana,8,19
10,1,kiwi,8,70
10,1,naranja,8,248
10,1,limon,9,88
10,1,kiwi,9,55
10,1,naranja,9,264
10,1,manzana,10,16
10,1,limon,10,99
10,1,kiwi,10,35
10,1,naranja,10,48
10,1,limon,11,154
10,1,naranja,11,32
10,1,melon,11,154
10,1,limon,12,99
10,1,naranja,12,56
10,1,melon,12,297
10,2,manzana,1,4
10,2,limon,1,286
10,2,naranja,1,192
10,2,melon,1,671
10,2,manzana,2,15
10,2,limon,2,187
10,2,kiwi,2,90
10,2,naranja,2,416
10,2,melon,2,275
10,2,manzana,3,44
10,2,limon,3,297
10,2,kiwi,3,90
10,2,naranja,3,160
10,2,melon,3,374
10,2,manzana,4,41
10,2,limon,4,319
10,2,kiwi,4,180
10,2,naranja,4,136
10,2,melon,4,165
10,2,manzana,5,97
10,2,limon,5,396
10,2,kiwi,5,155
10,2,naranja,5,464
10,2,manzana,6,44
10,2,limon,6,330
10,2,kiwi,6,175
10,2,naranja,6,544
10,2,manzana,7,42
10,2,limon,7,550
10,2,kiwi,7,115
10,2,naranja,7,552
10,2,manzana,8,80
10,2,limon,8,231
10,2,kiwi,8,190
10,2,naranja,8,520
10,2,melon,8,220
10,2,manzana,9,45
10,2,limon,9,242
10,2,kiwi,9,215
10,2,naranja,9,568
10,2,melon,9,22
10,2,manzana,10,28
10,2,limon,10,374
10,2,kiwi,10,145
10,2,naranja,10,344
10,2,melon,10,132
10,2,manzana,11,21
10,2,limon,11,605
10,2,kiwi,11,145
10,2,naranja,11,432
10,2,melon,11,517
10,2,manzana,12,58
10,2,limon,12,506
10,2,kiwi,12,90
10,2,naranja,12,560
10,2,melon,12,297
11,1,limon,1,143
11,1,melon,1,297
11,1,manzana,2,5
11,1,limon,2,253
11,1,melon,2,308
11,1,limon,3,11
11,1,melon,3,297
11,1,manzana,4,13
11,1,limon,4,429
11,1,kiwi,4,85
11,1,naranja,4,104
11,1,melon,4,165
11,1,manzana,6,33
11,1,limon,6,319
11,1,naranja,6,320
11,1,manzana,7,35
11,1,limon,7,66
11,1,kiwi,7,105
11,1,naranja,7,96
11,1,manzana,10,21
11,1,kiwi,10,25
11,1,naranja,10,96
11,1,manzana,11,11
11,1,naranja,11,120
11,1,melon,11,165
11,1,limon,12,22
11,1,naranja,12,112
11,1,melon,12,330
11,2,manzana,1,6
11,2,limon,1,77
11,2,naranja,1,56
11,2,melon,1,341
11,2,manzana,2,5
11,2,limon,2,495
11,2,kiwi,2,65
11,2,naranja,2,128
11,2,melon,2,407
11,2,manzana,3,24
11,2,limon,3,385
11,2,kiwi,3,185
11,2,naranja,3,232
11,2,melon,3,605
11,2,manzana,4,40
11,2,limon,4,473
11,2,kiwi,4,235
11,2,naranja,4,120
11,2,melon,4,99
11,2,manzana,5,72
11,2,limon,5,33
11,2,kiwi,5,230
11,2,naranja,5,312
11,2,manzana,6,47
11,2,limon,6,407
11,2,kiwi,6,260
11,2,naranja,6,576
11,2,melon,6,121
11,2,manzana,7,70
11,2,limon,7,462
11,2,kiwi,7,155
11,2,naranja,7,648
11,2,melon,7,77
11,2,manzana,8,65
11,2,limon,8,286
11,2,kiwi,8,300
11,2,naranja,8,352
11,2,manzana,9,66
11,2,limon,9,264
11,2,kiwi,9,270
11,2,naranja,9,272
11,2,melon,9,154
11,2,manzana,10,48
11,2,limon,10,649
11,2,kiwi,10,195
11,2,naranja,10,432
11,2,melon,10,264
11,2,manzana,11,23
11,2,limon,11,836
11,2,kiwi,11,105
11,2,naranja,11,448
11,2,melon,11,22
11,2,manzana,12,33
11,2,limon,12,451
11,2,kiwi,12,120
11,2,naranja,12,264
11,2,melon,12,66
12,1,manzana,1,4
12,1,limon,1,143
12,1,naranja,1,16
12,1,melon,1,264
12,1,limon,2,143
12,1,naranja,2,104
12,1,melon,2,286
12,1,limon,3,297
12,1,kiwi,3,60
12,1,naranja,3,8
12,1,melon,3,165
12,1,manzana,5,5
12,1,limon,5,275
12,1,kiwi,5,60
12,1,naranja,5,224
12,1,manzana,6,32
12,1,limon,6,143
12,1,kiwi,6,165
12,1,naranja,6,72
12,1,manzana,7,24
12,1,kiwi,7,120
12,1,naranja,7,312
12,1,melon,7,121
12,1,manzana,8,31
12,1,limon,8,55
12,1,kiwi,8,80
12,1,naranja,8,288
12,1,manzana,10,20
12,1,limon,10,154
12,1,kiwi,10,70
12,1,naranja,10,40
12,1,limon,11,187
12,1,kiwi,11,75
12,1,naranja,11,16
12,1,manzana,12,4
12,1,limon,12,198
12,1,kiwi,12,15
12,1,melon,12,220
12,2,manzana,1,8
12,2,limon,1,253
12,2,kiwi,1,60
12,2,naranja,1,256
12,2,melon,1,385
12,2,manzana,2,8
12,2,limon,2,473
12,2,kiwi,2,35
12,2,naranja,2,400
12,2,melon,2,726
12,2,manzana,4,21
12,2,limon,4,407
12,2,kiwi,4,165
12,2,naranja,4,200
12,2,melon,4,209
12,2,manzana,5,41
12,2,limon,5,385
12,2,kiwi,5,420
12,2,naranja,5,336
12,2,melon,5,154
12,2,manzana,6,101
12,2,limon,6,275
12,2,kiwi,6,310
12,2,naranja,6,472
12,2,manzana,9,108
12,2,limon,9,187
12,2,kiwi,9,225
12,2,naranja,9,392
12,2,melon,9,110
12,2,manzana,11,44
12,2,limon,11,352
12,2,kiwi,11,80
12,2,naranja,11,408
12,2,melon,11,286
12,2,manzana,12,37
12,2,limon,12,572
12,2,kiwi,12,190
12,2,naranja,12,640
12,2,melon,12,253
13,1,manzana,1,5
13,1,limon,1,110
13,1,naranja,1,160
13,1,melon,1,385
13,1,manzana,2,10
13,1,limon,2,176
13,1,melon,2,385
13,1,limon,3,187
13,1,naranja,3,200
13,1,melon,3,297
13,1,manzana,4,8
13,1,limon,4,165
13,1,kiwi,4,45
13,1,naranja,4,88
13,1,melon,4,253
13,1,manzana,5,36
13,1,kiwi,5,90
13,1,naranja,5,256
13,1,manzana,6,18
13,1,limon,6,275
13,1,kiwi,6,105
13,1,naranja,6,192
13,1,manzana,7,29
13,1,kiwi,7,120
13,1,naranja,7,224
13,1,manzana,8,9
13,1,kiwi,8,80
13,1,naranja,8,240
13,1,manzana,9,26
13,1,limon,9,33
13,1,kiwi,9,85
13,1,naranja,9,200
13,1,melon,11,341
13,1,manzana,12,13
13,1,limon,12,121
13,1,melon,12,187
13,2,manzana,1,3
13,2,limon,1,77
13,2,kiwi,1,60
13,2,naranja,1,184
13,2,melon,1,308
13,2,manzana,2,31
13,2,limon,2,198
13,2,naranja,2,280
13,2,melon,2,737
13,2,limon,3,275
13,2,kiwi,3,70
13,2,naranja,3,208
13,2,melon,3,429
13,2,manzana,4,22
13,2,limon,4,506
13,2,kiwi,4,120
13,2,naranja,4,200
13,2,melon,4,44
13,2,manzana,5,75
13,2,limon,5,473
13,2,kiwi,5,205
13,2,naranja,5,648
13,2,melon,5,143
13,2,manzana,6,64
13,2,limon,6,121
13,2,kiwi,6,150
13,2,naranja,6,720
13,2,manzana,7,63
13,2,limon,7,473
13,2,kiwi,7,90
13,2,naranja,7,608
13,2,melon,7,132
13,2,manzana,8,61
13,2,limon,8,330
13,2,kiwi,8,170
13,2,naranja,8,400
13,2,melon,8,209
13,2,manzana,9,45
13,2,limon,9,121
13,2,kiwi,9,370
13,2,naranja,9,400
13,2,manzana,10,44
13,2,limon,10,330
13,2,kiwi,10,240
13,2,naranja,10,440
13,2,melon,10,33
13,2,manzana,11,35
13,2,limon,11,352
13,2,kiwi,11,105
13,2,naranja,11,568
13,2,melon,11,330
13,2,manzana,12,60
13,2,limon,12,528
13,2,kiwi,12,130
13,2,naranja,12,392
13,2,melon,12,462
14,1,limon,2,77
14,1,naranja,2,64
14,1,melon,2,330
14,1,manzana,4,28
14,1,limon,4,242
14,1,kiwi,4,70
14,1,naranja,4,96
14,1,melon,4,121
14,1,manzana,5,12
14,1,limon,5,44
14,1,kiwi,5,30
14,1,naranja,5,88
14,1,manzana,6,31
14,1,limon,6,121
14,1,kiwi,6,170
14,1,naranja,6,272
14,1,manzana,7,39
14,1,limon,7,242
14,1,kiwi,7,65
14,1,naranja,7,104
