usuario_id,compra_id,fecha,region,mes
34,523,2023-01-02,1,01
34,118,2023-01-05,1,01
34,253,2023-01-19,1,01
34,388,2023-01-23,1,01
35,463,2023-01-08,1,01
35,58,2023-01-18,1,01
35,328,2023-01-19,1,01
35,193,2023-01-21,1,01
35,598,2023-01-22,1,01
36,181,2023-01-07,1,01
36,316,2023-01-14,1,01
36,46,2023-01-17,1,01
36,451,2023-01-20,1,01
36,586,2023-01-27,1,01
37,390,2023-01-03,1,01
37,525,2023-01-18,1,01
37,120,2023-01-26,1,01
37,255,2023-01-28,1,01
38,117,2023-01-13,1,01
38,522,2023-01-22,1,01
38,387,2023-01-24,1,01
38,252,2023-01-25,1,01
39,339,2023-01-02,1,01
39,474,2023-01-06,1,01
39,204,2023-01-12,1,01
39,609,2023-01-12,1,01
39,69,2023-01-13,1,01
40,247,2023-01-13,1,01
40,517,2023-01-23,1,01
40,112,2023-01-25,1,01
40,382,2023-01-25,1,01
41,273,2023-01-01,1,01
41,3,2023-01-05,1,01
41,138,2023-01-13,1,01
41,408,2023-01-19,1,01
41,543,2023-01-22,1,01
42,424,2023-01-09,1,01
42,19,2023-01-14,1,01
42,289,2023-01-20,1,01
42,154,2023-01-24,1,01
42,559,2023-01-30,1,01
43,441,2023-01-05,1,01
43,36,2023-01-08,1,01
43,576,2023-01-09,1,01
43,306,2023-01-18,1,01
43,171,2023-01-28,1,01
44,81,2023-01-02,1,01
44,351,2023-01-06,1,01
44,216,2023-01-07,1,01
44,486,2023-01-23,1,01
44,621,2023-01-25,1,01
46,364,2023-01-08,1,01
46,229,2023-01-26,1,01
46,499,2023-01-29,1,01
46,94,2023-01-31,1,01
47,4,2023-01-04,1,01
47,274,2023-01-15,1,01
47,544,2023-01-17,1,01
47,139,2023-01-27,1,01
47,409,2023-01-29,1,01
48,263,2023-01-04,1,01
48,398,2023-01-06,1,01
48,128,2023-01-25,1,01
48,533,2023-01-31,1,01
49,410,2023-01-11,1,01
49,5,2023-01-14,1,01
49,275,2023-01-23,1,01
49,140,2023-01-24,1,01
49,545,2023-01-31,1,01
50,462,2023-01-01,1,01
50,597,2023-01-09,1,01
50,327,2023-01-14,1,01
50,57,2023-01-15,1,01
50,192,2023-01-19,1,01
51,50,2023-01-11,1,01
51,590,2023-01-19,1,01
51,320,2023-01-22,1,01
51,455,2023-01-23,1,01
51,185,2023-01-28,1,01
52,65,2023-01-02,1,01
52,335,2023-01-13,1,01
52,200,2023-01-21,1,01
52,605,2023-01-28,1,01
52,470,2023-01-31,1,01
53,565,2023-01-02,1,01
53,25,2023-01-18,1,01
53,295,2023-01-18,1,01
53,430,2023-01-22,1,01
53,160,2023-01-23,1,01
54,475,2023-01-03,1,01
54,610,2023-01-04,1,01
54,205,2023-01-10,1,01
54,70,2023-01-11,1,01
54,340,2023-01-21,1,01
55,237,2023-01-05,1,01
55,102,2023-01-09,1,01
55,372,2023-01-16,1,01
55,507,2023-01-19,1,01
56,553,2023-01-01,1,01
56,283,2023-01-02,1,01
56,418,2023-01-13,1,01
56,148,2023-01-19,1,01
56,13,2023-01-27,1,01
57,323,2023-01-10,1,01
57,593,2023-01-11,1,01
57,188,2023-01-12,1,01
57,458,2023-01-22,1,01
57,53,2023-01-25,1,01
58,438,2023-01-03,1,01
58,33,2023-01-05,1,01
58,168,2023-01-05,1,01
58,303,2023-01-07,1,01
58,573,2023-01-08,1,01
59,497,2023-01-17,1,01
59,632,2023-01-17,1,01
59,362,2023-01-22,1,01
59,92,2023-01-27,1,01
59,227,2023-01-30,1,01
60,490,2023-01-06,1,01
60,220,2023-01-09,1,01
60,355,2023-01-17,1,01
60,85,2023-01-24,1,01
60,625,2023-01-30,1,01
62,616,2023-01-05,1,01
62,76,2023-01-08,1,01
62,211,2023-01-13,1,01
62,346,2023-01-16,1,01
62,481,2023-01-23,1,01
63,467,2023-01-07,1,01
63,197,2023-01-10,1,01
63,332,2023-01-15,1,01
63,62,2023-01-24,1,01
63,602,2023-01-28,1,01
64,210,2023-01-11,1,01
64,615,2023-01-19,1,01
64,75,2023-01-20,1,01
64,480,2023-01-26,1,01
64,345,2023-01-28,1,01
65,209,2023-01-13,1,01
65,344,2023-01-18,1,01
65,614,2023-01-18,1,01
65,74,2023-01-20,1,01
65,479,2023-01-22,1,01
66,528,2023-01-19,1,01
66,258,2023-01-25,1,01
66,123,2023-01-29,1,01
66,393,2023-01-30,1,01
67,44,2023-01-03,1,01
67,314,2023-01-13,1,01
67,449,2023-01-17,1,01
67,179,2023-01-18,1,01
67,584,2023-01-31,1,01
68,611,2023-01-01,1,01
68,71,2023-01-03,1,01
68,206,2023-01-20,1,01
68,341,2023-01-22,1,01
68,476,2023-01-22,1,01
69,520,2023-01-20,1,01
69,115,2023-01-21,1,01
69,250,2023-01-26,1,01
69,385,2023-01-29,1,01
70,35,2023-01-04,1,01
70,440,2023-01-07,1,01
70,575,2023-01-15,1,01
70,170,2023-01-29,1,01
70,305,2023-01-29,1,01
71,452,2023-01-01,1,01
71,317,2023-01-07,1,01
71,182,2023-01-10,1,01
71,47,2023-01-14,1,01
71,587,2023-01-17,1,01
72,235,2023-01-05,1,01
72,100,2023-01-15,1,01
72,370,2023-01-17,1,01
72,505,2023-01-22,1,01
74,629,2023-01-05,1,01
74,224,2023-01-13,1,01
74,494,2023-01-15,1,01
74,89,2023-01-27,1,01
74,359,2023-01-30,1,01
75,233,2023-01-09,1,01
75,98,2023-01-19,1,01
75,368,2023-01-28,1,01
75,503,2023-01-30,1,01
76,504,2023-01-01,1,01
76,99,2023-01-14,1,01
76,369,2023-01-14,1,01
76,234,2023-01-26,1,01
78,415,2023-01-04,1,01
78,280,2023-01-08,1,01
78,550,2023-01-13,1,01
78,145,2023-01-16,1,01
78,10,2023-01-25,1,01
79,592,2023-01-10,1,01
79,187,2023-01-14,1,01
79,52,2023-01-15,1,01
79,322,2023-01-20,1,01
79,457,2023-01-21,1,01
80,386,2023-01-01,1,01
80,521,2023-01-19,1,01
80,251,2023-01-27,1,01
80,116,2023-01-31,1,01
81,166,2023-01-03,1,01
81,436,2023-01-04,1,01
81,31,2023-01-20,1,01
81,571,2023-01-23,1,01
81,301,2023-01-30,1,01
82,556,2023-01-06,1,01
82,286,2023-01-07,1,01
82,151,2023-01-20,1,01
82,421,2023-01-21,1,01
82,16,2023-01-27,1,01
83,268,2023-01-06,1,01
83,133,2023-01-11,1,01
83,403,2023-01-15,1,01
83,538,2023-01-19,1,01
85,241,2023-01-11,1,01
85,106,2023-01-18,1,01
85,511,2023-01-18,1,01
85,376,2023-01-19,1,01
86,42,2023-01-01,1,01
86,447,2023-01-06,1,01
86,312,2023-01-11,1,01
86,177,2023-01-19,1,01
86,582,2023-01-29,1,01
87,512,2023-01-05,1,01
87,377,2023-01-09,1,01
87,107,2023-01-18,1,01
87,242,2023-01-19,1,01
88,230,2023-01-02,1,01
88,365,2023-01-13,1,01
88,95,2023-01-23,1,01
88,500,2023-01-24,1,01
89,371,2023-01-04,1,01
89,236,2023-01-10,1,01
89,506,2023-01-12,1,01
89,101,2023-01-17,1,01
90,41,2023-01-10,1,01
90,446,2023-01-17,1,01
90,176,2023-01-22,1,01
90,311,2023-01-28,1,01
90,581,2023-01-29,1,01
91,319,2023-01-02,1,01
91,49,2023-01-22,1,01
91,589,2023-01-24,1,01
91,184,2023-01-25,1,01
91,454,2023-01-30,1,01
92,129,2023-01-01,1,01
92,264,2023-01-07,1,01
92,534,2023-01-16,1,01
92,399,2023-01-26,1,01
93,64,2023-01-12,1,01
93,334,2023-01-14,1,01
93,604,2023-01-14,1,01
93,469,2023-01-15,1,01
93,199,2023-01-24,1,01
94,456,2023-01-01,1,01
94,186,2023-01-08,1,01
94,51,2023-01-17,1,01
94,591,2023-01-19,1,01
94,321,2023-01-25,1,01
95,213,2023-01-09,1,01
95,348,2023-01-11,1,01
95,483,2023-01-13,1,01
95,618,2023-01-15,1,01
95,78,2023-01-23,1,01
96,488,2023-01-04,1,01
96,353,2023-01-09,1,01
96,623,2023-01-13,1,01
96,83,2023-01-24,1,01
96,218,2023-01-31,1,01
97,580,2023-01-04,1,01
97,445,2023-01-05,1,01
97,310,2023-01-06,1,01
97,175,2023-01-12,1,01
97,40,2023-01-22,1,01
98,195,2023-01-05,1,01
98,600,2023-01-05,1,01
98,465,2023-01-15,1,01
98,60,2023-01-16,1,01
98,330,2023-01-17,1,01
99,558,2023-01-06,1,01
99,423,2023-01-08,1,01
99,18,2023-01-11,1,01
99,288,2023-01-21,1,01
99,153,2023-01-22,1,01
100,413,2023-01-04,1,01
100,278,2023-01-07,1,01
100,143,2023-01-14,1,01
100,8,2023-01-28,1,01
100,548,2023-01-29,1,01
101,568,2023-01-03,1,01
101,163,2023-01-14,1,01
101,28,2023-01-18,1,01
101,433,2023-01-19,1,01
101,298,2023-01-24,1,01
103,427,2023-01-13,1,01
103,22,2023-01-20,1,01
103,562,2023-01-21,1,01
103,157,2023-01-26,1,01
103,292,2023-01-30,1,01
104,68,2023-01-09,1,01
104,203,2023-01-11,1,01
104,338,2023-01-11,1,01
104,473,2023-01-16,1,01
104,608,2023-01-18,1,01
105,508,2023-01-04,1,01
105,103,2023-01-11,1,01
105,238,2023-01-13,1,01
105,373,2023-01-27,1,01
106,318,2023-01-09,1,01
106,183,2023-01-16,1,01
106,48,2023-01-27,1,01
106,453,2023-01-28,1,01
106,588,2023-01-31,1,01
108,159,2023-01-20,1,01
108,24,2023-01-21,1,01
108,429,2023-01-21,1,01
108,564,2023-01-27,1,01
108,294,2023-01-30,1,01
109,526,2023-01-04,1,01
109,256,2023-01-23,1,01
109,121,2023-01-30,1,01
109,391,2023-01-30,1,01
110,9,2023-01-12,1,01
110,144,2023-01-15,1,01
110,279,2023-01-22,1,01
110,549,2023-01-27,1,01
110,414,2023-01-31,1,01
111,541,2023-01-03,1,01
111,271,2023-01-14,1,01
111,1,2023-01-20,1,01
111,406,2023-01-25,1,01
111,136,2023-01-26,1,01
112,299,2023-01-01,1,01
112,164,2023-01-04,1,01
112,29,2023-01-06,1,01
112,569,2023-01-08,1,01
112,434,2023-01-19,1,01
113,240,2023-01-05,1,01
113,375,2023-01-14,1,01
113,105,2023-01-15,1,01
113,510,2023-01-23,1,01
114,570,2023-01-05,1,01
114,300,2023-01-13,1,01
114,165,2023-01-21,1,01
114,30,2023-01-25,1,01
114,435,2023-01-26,1,01
115,420,2023-01-02,1,01
115,150,2023-01-09,1,01
115,555,2023-01-15,1,01
115,15,2023-01-24,1,01
115,285,2023-01-26,1,01
116,546,2023-01-13,1,01
116,141,2023-01-18,1,01
116,411,2023-01-19,1,01
116,276,2023-01-25,1,01
116,6,2023-01-29,1,01
117,260,2023-01-02,1,01
117,530,2023-01-07,1,01
117,395,2023-01-15,1,01
117,125,2023-01-21,1,01
118,566,2023-01-02,1,01
118,296,2023-01-24,1,01
118,26,2023-01-27,1,01
118,431,2023-01-28,1,01
118,161,2023-01-30,1,01
119,257,2023-01-05,1,01
119,392,2023-01-07,1,01
119,527,2023-01-12,1,01
119,122,2023-01-25,1,01
121,152,2023-01-07,1,01
121,17,2023-01-27,1,01
121,422,2023-01-27,1,01
121,557,2023-01-29,1,01
121,287,2023-01-30,1,01
122,407,2023-01-18,1,01
122,272,2023-01-21,1,01
122,137,2023-01-25,1,01
122,542,2023-01-25,1,01
122,2,2023-01-28,1,01
123,80,2023-01-04,1,01
123,215,2023-01-04,1,01
123,485,2023-01-13,1,01
123,350,2023-01-22,1,01
123,620,2023-01-29,1,01
124,32,2023-01-01,1,01
124,437,2023-01-04,1,01
124,302,2023-01-08,1,01
124,572,2023-01-10,1,01
124,167,2023-01-21,1,01
126,404,2023-01-03,1,01
126,134,2023-01-05,1,01
126,539,2023-01-16,1,01
126,269,2023-01-17,1,01
127,381,2023-01-05,1,01
127,516,2023-01-21,1,01
127,111,2023-01-25,1,01
127,246,2023-01-31,1,01
128,307,2023-01-02,1,01
128,172,2023-01-07,1,01
128,577,2023-01-08,1,01
128,442,2023-01-27,1,01
128,37,2023-01-31,1,01
129,492,2023-01-07,1,01
129,87,2023-01-16,1,01
129,222,2023-01-16,1,01
129,627,2023-01-18,1,01
129,357,2023-01-24,1,01
130,72,2023-01-02,1,01
130,342,2023-01-11,1,01
130,477,2023-01-26,1,01
130,612,2023-01-27,1,01
130,207,2023-01-31,1,01
132,259,2023-01-02,1,01
132,529,2023-01-12,1,01
132,394,2023-01-20,1,01
132,124,2023-01-28,1,01
133,59,2023-01-06,1,01
133,329,2023-01-11,1,01
133,464,2023-01-19,1,01
133,194,2023-01-21,1,01
133,599,2023-01-28,1,01
134,146,2023-01-03,1,01
134,416,2023-01-09,1,01
134,11,2023-01-10,1,01
134,551,2023-01-13,1,01
134,281,2023-01-17,1,01
135,249,2023-01-03,1,01
135,384,2023-01-04,1,01
135,519,2023-01-05,1,01
135,114,2023-01-12,1,01
136,56,2023-01-06,1,01
136,461,2023-01-17,1,01
136,326,2023-01-21,1,01
136,191,2023-01-22,1,01
136,596,2023-01-22,1,01
138,290,2023-01-06,1,01
138,425,2023-01-09,1,01
138,20,2023-01-13,1,01
138,560,2023-01-23,1,01
138,155,2023-01-26,1,01
139,54,2023-01-01,1,01
139,324,2023-01-06,1,01
139,459,2023-01-07,1,01
139,594,2023-01-15,1,01
139,189,2023-01-16,1,01
140,91,2023-01-03,1,01
140,361,2023-01-08,1,01
140,631,2023-01-13,1,01
140,226,2023-01-17,1,01
140,496,2023-01-30,1,01
141,498,2023-01-10,1,01
141,633,2023-01-12,1,01
141,228,2023-01-15,1,01
141,93,2023-01-17,1,01
141,363,2023-01-31,1,01
142,109,2023-01-02,1,01
142,514,2023-01-03,1,01
142,379,2023-01-07,1,01
142,244,2023-01-18,1,01
143,349,2023-01-01,1,01
143,619,2023-01-20,1,01
143,484,2023-01-24,1,01
143,79,2023-01-31,1,01
143,214,2023-01-31,1,01
144,578,2023-01-01,1,01
144,173,2023-01-07,1,01
144,308,2023-01-12,1,01
144,443,2023-01-18,1,01
144,38,2023-01-27,1,01
145,366,2023-01-04,1,01
145,96,2023-01-19,1,01
145,501,2023-01-20,1,01
145,231,2023-01-21,1,01
146,254,2023-01-05,1,01
146,119,2023-01-09,1,01
146,389,2023-01-18,1,01
146,524,2023-01-18,1,01
147,405,2023-01-07,1,01
147,270,2023-01-08,1,01
147,135,2023-01-30,1,01
147,540,2023-01-30,1,01
148,212,2023-01-01,1,01
148,617,2023-01-02,1,01
148,77,2023-01-03,1,01
148,482,2023-01-24,1,01
148,347,2023-01-31,1,01
149,535,2023-01-04,1,01
149,265,2023-01-09,1,01
149,130,2023-01-21,1,01
149,400,2023-01-24,1,01
150,343,2023-01-09,1,01
150,478,2023-01-10,1,01
150,208,2023-01-16,1,01
150,73,2023-01-18,1,01
150,613,2023-01-23,1,01
2,165,2023-02-02,1,02
2,20,2023-02-10,1,02
2,600,2023-02-11,1,02
2,310,2023-02-17,1,02
2,455,2023-02-25,1,02
3,570,2023-02-05,1,02
3,425,2023-02-07,1,02
3,135,2023-02-12,1,02
3,280,2023-02-15,1,02
4,548,2023-02-02,1,02
4,403,2023-02-06,1,02
4,113,2023-02-20,1,02
4,258,2023-02-22,1,02
5,46,2023-02-07,1,02
5,336,2023-02-15,1,02
5,191,2023-02-27,1,02
5,481,2023-02-27,1,02
5,626,2023-02-27,1,02
6,517,2023-02-05,1,02
6,82,2023-02-10,1,02
6,662,2023-02-17,1,02
6,227,2023-02-19,1,02
6,372,2023-02-23,1,02
7,421,2023-02-04,1,02
7,131,2023-02-23,1,02
7,566,2023-02-24,1,02
7,276,2023-02-26,1,02
9,154,2023-02-04,1,02
9,444,2023-02-07,1,02
9,589,2023-02-20,1,02
9,9,2023-02-22,1,02
9,299,2023-02-25,1,02
10,460,2023-02-02,1,02
10,25,2023-02-06,1,02
10,315,2023-02-10,1,02
10,605,2023-02-10,1,02
10,170,2023-02-20,1,02
11,593,2023-02-03,1,02
11,303,2023-02-10,1,02
11,13,2023-02-14,1,02
11,158,2023-02-18,1,02
11,448,2023-02-27,1,02
12,354,2023-02-01,1,02
12,64,2023-02-05,1,02
12,644,2023-02-08,1,02
12,499,2023-02-12,1,02
12,209,2023-02-19,1,02
13,398,2023-02-13,1,02
13,108,2023-02-14,1,02
13,543,2023-02-26,1,02
13,253,2023-02-28,1,02
14,375,2023-02-05,1,02
14,230,2023-02-09,1,02
14,520,2023-02-11,1,02
14,85,2023-02-16,1,02
14,665,2023-02-21,1,02
15,641,2023-02-05,1,02
15,206,2023-02-09,1,02
15,351,2023-02-18,1,02
15,496,2023-02-19,1,02
15,61,2023-02-22,1,02
16,643,2023-02-01,1,02
16,208,2023-02-16,1,02
16,63,2023-02-18,1,02
16,353,2023-02-22,1,02
16,498,2023-02-27,1,02
17,391,2023-02-01,1,02
17,101,2023-02-02,1,02
17,536,2023-02-02,1,02
17,246,2023-02-11,1,02
18,413,2023-02-10,1,02
18,268,2023-02-11,1,02
18,558,2023-02-25,1,02
18,123,2023-02-27,1,02
19,628,2023-02-05,1,02
19,483,2023-02-10,1,02
19,48,2023-02-13,1,02
19,338,2023-02-18,1,02
19,193,2023-02-19,1,02
20,453,2023-02-04,1,02
20,163,2023-02-09,1,02
20,598,2023-02-13,1,02
20,18,2023-02-16,1,02
20,308,2023-02-21,1,02
21,300,2023-02-11,1,02
21,10,2023-02-13,1,02
21,155,2023-02-17,1,02
21,445,2023-02-17,1,02
21,590,2023-02-28,1,02
22,397,2023-02-13,1,02
22,107,2023-02-14,1,02
22,252,2023-02-20,1,02
22,542,2023-02-23,1,02
23,645,2023-02-06,1,02
23,355,2023-02-08,1,02
23,210,2023-02-19,1,02
23,500,2023-02-26,1,02
23,65,2023-02-28,1,02
24,235,2023-02-08,1,02
24,90,2023-02-15,1,02
24,525,2023-02-20,1,02
24,380,2023-02-23,1,02
25,190,2023-02-02,1,02
25,480,2023-02-06,1,02
25,45,2023-02-08,1,02
25,625,2023-02-20,1,02
25,335,2023-02-26,1,02
26,465,2023-02-04,1,02
26,30,2023-02-09,1,02
26,610,2023-02-14,1,02
26,175,2023-02-24,1,02
26,320,2023-02-25,1,02
27,234,2023-02-02,1,02
27,89,2023-02-11,1,02
27,524,2023-02-13,1,02
27,669,2023-02-19,1,02
27,379,2023-02-27,1,02
28,624,2023-02-09,1,02
28,189,2023-02-19,1,02
28,334,2023-02-22,1,02
28,44,2023-02-26,1,02
28,479,2023-02-28,1,02
29,331,2023-02-02,1,02
29,476,2023-02-09,1,02
29,621,2023-02-15,1,02
29,41,2023-02-19,1,02
29,186,2023-02-20,1,02
30,116,2023-02-02,1,02
30,261,2023-02-06,1,02
30,551,2023-02-18,1,02
30,406,2023-02-27,1,02
31,384,2023-02-01,1,02
31,529,2023-02-11,1,02
31,94,2023-02-26,1,02
31,239,2023-02-27,1,02
32,248,2023-02-06,1,02
32,393,2023-02-21,1,02
32,103,2023-02-24,1,02
32,538,2023-02-24,1,02
33,263,2023-02-03,1,02
33,118,2023-02-20,1,02
33,553,2023-02-21,1,02
33,408,2023-02-22,1,02
34,648,2023-02-06,1,02
34,503,2023-02-13,1,02
34,213,2023-02-23,1,02
34,68,2023-02-24,1,02
34,358,2023-02-25,1,02
35,346,2023-02-02,1,02
35,201,2023-02-08,1,02
35,636,2023-02-18,1,02
35,56,2023-02-25,1,02
35,491,2023-02-28,1,02
36,275,2023-02-01,1,02
36,130,2023-02-23,1,02
36,420,2023-02-26,1,02
36,565,2023-02-26,1,02
37,533,2023-02-04,1,02
37,98,2023-02-09,1,02
37,243,2023-02-13,1,02
37,388,2023-02-18,1,02
38,95,2023-02-06,1,02
38,385,2023-02-14,1,02
38,530,2023-02-23,1,02
38,240,2023-02-27,1,02
39,38,2023-02-02,1,02
39,328,2023-02-03,1,02
39,473,2023-02-08,1,02
39,618,2023-02-19,1,02
39,183,2023-02-22,1,02
40,650,2023-02-04,1,02
40,70,2023-02-07,1,02
40,505,2023-02-17,1,02
40,215,2023-02-20,1,02
40,360,2023-02-22,1,02
41,573,2023-02-05,1,02
41,283,2023-02-07,1,02
41,138,2023-02-20,1,02
41,428,2023-02-20,1,02
42,416,2023-02-05,1,02
42,126,2023-02-18,1,02
42,271,2023-02-26,1,02
42,561,2023-02-28,1,02
44,50,2023-02-05,1,02
44,485,2023-02-10,1,02
44,630,2023-02-15,1,02
44,195,2023-02-22,1,02
44,340,2023-02-24,1,02
45,432,2023-02-11,1,02
45,577,2023-02-18,1,02
45,287,2023-02-22,1,02
45,142,2023-02-24,1,02
47,423,2023-02-01,1,02
47,133,2023-02-02,1,02
47,568,2023-02-04,1,02
47,278,2023-02-20,1,02
48,259,2023-02-06,1,02
48,404,2023-02-17,1,02
48,549,2023-02-25,1,02
48,114,2023-02-27,1,02
50,478,2023-02-09,1,02
50,623,2023-02-13,1,02
50,333,2023-02-16,1,02
50,188,2023-02-24,1,02
50,43,2023-02-26,1,02
53,511,2023-02-01,1,02
53,221,2023-02-09,1,02
53,366,2023-02-13,1,02
53,656,2023-02-20,1,02
53,76,2023-02-26,1,02
54,578,2023-02-02,1,02
54,288,2023-02-07,1,02
54,433,2023-02-10,1,02
54,143,2023-02-26,1,02
56,117,2023-02-08,1,02
56,407,2023-02-08,1,02
56,552,2023-02-12,1,02
56,262,2023-02-22,1,02
57,6,2023-02-13,1,02
57,296,2023-02-21,1,02
57,151,2023-02-24,1,02
57,586,2023-02-24,1,02
57,441,2023-02-26,1,02
58,146,2023-02-07,1,02
58,1,2023-02-09,1,02
58,581,2023-02-13,1,02
58,291,2023-02-14,1,02
58,436,2023-02-17,1,02
59,427,2023-02-13,1,02
59,282,2023-02-25,1,02
59,572,2023-02-25,1,02
59,137,2023-02-27,1,02
60,185,2023-02-05,1,02
60,330,2023-02-07,1,02
60,475,2023-02-08,1,02
60,620,2023-02-12,1,02
60,40,2023-02-17,1,02
61,637,2023-02-06,1,02
61,492,2023-02-07,1,02
61,347,2023-02-14,1,02
61,202,2023-02-16,1,02
61,57,2023-02-27,1,02
62,362,2023-02-08,1,02
62,217,2023-02-21,1,02
62,72,2023-02-23,1,02
62,652,2023-02-23,1,02
62,507,2023-02-25,1,02
63,633,2023-02-01,1,02
63,198,2023-02-12,1,02
63,343,2023-02-12,1,02
63,488,2023-02-16,1,02
63,53,2023-02-23,1,02
64,91,2023-02-04,1,02
64,381,2023-02-11,1,02
64,236,2023-02-20,1,02
64,526,2023-02-20,1,02
65,269,2023-02-09,1,02
65,414,2023-02-10,1,02
65,124,2023-02-24,1,02
65,559,2023-02-28,1,02
66,410,2023-02-09,1,02
66,555,2023-02-17,1,02
66,120,2023-02-18,1,02
66,265,2023-02-26,1,02
67,655,2023-02-04,1,02
67,75,2023-02-10,1,02
67,220,2023-02-25,1,02
67,510,2023-02-27,1,02
67,365,2023-02-28,1,02
68,8,2023-02-03,1,02
68,588,2023-02-08,1,02
68,298,2023-02-13,1,02
68,443,2023-02-18,1,02
68,153,2023-02-25,1,02
69,161,2023-02-18,1,02
69,451,2023-02-19,1,02
69,16,2023-02-21,1,02
69,306,2023-02-24,1,02
69,596,2023-02-24,1,02
70,356,2023-02-11,1,02
70,66,2023-02-13,1,02
70,646,2023-02-14,1,02
70,211,2023-02-19,1,02
70,501,2023-02-20,1,02
71,55,2023-02-08,1,02
71,490,2023-02-09,1,02
71,635,2023-02-09,1,02
71,345,2023-02-16,1,02
71,200,2023-02-25,1,02
72,21,2023-02-01,1,02
72,601,2023-02-05,1,02
72,456,2023-02-11,1,02
72,166,2023-02-22,1,02
72,311,2023-02-24,1,02
73,121,2023-02-21,1,02
73,411,2023-02-21,1,02
73,266,2023-02-26,1,02
