compra_id,id_fruta,cantidad,mes,region,ano
47,2,3,enero,1,9999
48,1,6,enero,1,9999
48,2,2,enero,1,9999
48,3,11,enero,1,9999
49,2,11,enero,1,9999
50,0,3,enero,1,9999
50,1,3,enero,1,9999
50,3,10,enero,1,9999
51,0,9,enero,1,9999
51,1,7,enero,1,9999
52,0,2,enero,1,9999
52,1,6,enero,1,9999
52,2,4,enero,1,9999
52,3,14,enero,1,9999
53,0,1,enero,1,9999
53,1,12,enero,1,9999
53,3,6,enero,1,9999
54,0,11,enero,1,9999
54,2,7,enero,1,9999
55,0,12,enero,1,9999
55,1,7,enero,1,9999
55,2,1,enero,1,9999
55,3,9,enero,1,9999
55,4,11,enero,1,9999
56,0,3,enero,1,9999
56,2,13,enero,1,9999
57,0,7,enero,1,9999
57,2,1,enero,1,9999
57,3,1,enero,1,9999
57,4,12,enero,1,9999
58,1,2,enero,1,9999
58,3,10,enero,1,9999
58,4,11,enero,1,9999
59,4,13,enero,1,9999
60,0,3,enero,1,9999
60,2,13,enero,1,9999
61,3,5,enero,1,9999
62,1,11,enero,1,9999
62,2,9,enero,1,9999
63,0,1,enero,1,9999
64,0,14,enero,1,9999
64,1,10,enero,1,9999
64,2,13,enero,1,9999
64,3,2,enero,1,9999
64,4,11,enero,1,9999
65,0,12,enero,1,9999
65,1,11,enero,1,9999
65,2,7,enero,1,9999
65,3,2,enero,1,9999
66,0,9,enero,1,9999
67,1,5,enero,1,9999
67,4,5,enero,1,9999
68,2,6,enero,1,9999
68,3,14,enero,1,9999
69,0,13,enero,1,9999
69,1,12,enero,1,9999
69,3,9,enero,1,9999
70,0,5,enero,1,9999
70,2,6,enero,1,9999
70,3,15,enero,1,9999
70,4,13,enero,1,9999
71,0,9,enero,1,9999
71,1,3,enero,1,9999
71,4,6,enero,1,9999
72,0,15,enero,1,9999
72,1,6,enero,1,9999
72,3,6,enero,1,9999
73,1,13,enero,1,9999
73,3,8,enero,1,9999
73,4,14,enero,1,9999
74,0,5,enero,1,9999
74,2,11,enero,1,9999
74,3,15,enero,1,9999
74,4,3,enero,1,9999
75,1,9,enero,1,9999
75,4,8,enero,1,9999
76,1,9,enero,1,9999
76,3,10,enero,1,9999
76,4,5,enero,1,9999
77,0,3,enero,1,9999
77,2,7,enero,1,9999
77,4,8,enero,1,9999
78,2,6,enero,1,9999
78,3,4,enero,1,9999
79,0,3,enero,1,9999
79,3,2,enero,1,9999
79,4,4,enero,1,9999
80,2,9,enero,1,9999
80,3,10,enero,1,9999
80,4,8,enero,1,9999
81,2,1,enero,1,9999
81,3,6,enero,1,9999
81,4,6,enero,1,9999
82,0,4,enero,1,9999
82,4,12,enero,1,9999
83,2,14,enero,1,9999
84,0,12,enero,1,9999
84,1,12,enero,1,9999
84,2,7,enero,1,9999
84,4,14,enero,1,9999
85,0,8,enero,1,9999
85,2,6,enero,1,9999
86,0,4,enero,1,9999
86,4,9,enero,1,9999
87,0,8,enero,1,9999
87,1,9,enero,1,9999
87,2,8,enero,1,9999
87,3,4,enero,1,9999
88,0,3,enero,1,9999
88,2,14,enero,1,9999
89,0,8,enero,1,9999
89,1,14,enero,1,9999
89,3,6,enero,1,9999
90,1,10,enero,1,9999
91,0,11,enero,1,9999
91,2,11,enero,1,9999
91,3,15,enero,1,9999
91,4,6,enero,1,9999
92,0,13,enero,1,9999
92,1,14,enero,1,9999
92,2,7,enero,1,9999
92,4,6,enero,1,9999
93,3,3,enero,1,9999
94,0,12,enero,1,9999
94,1,14,enero,1,9999
94,3,10,enero,1,9999
95,0,8,enero,1,9999
95,2,12,enero,1,9999
95,3,12,enero,1,9999
95,4,4,enero,1,9999
96,0,2,enero,1,9999
96,1,14,enero,1,9999
96,2,13,enero,1,9999
97,0,13,enero,1,9999
98,2,14,enero,1,9999
99,0,15,enero,1,9999
99,1,2,enero,1,9999
100,0,9,enero,1,9999
100,1,10,enero,1,9999
100,3,3,enero,1,9999
101,1,14,enero,1,9999
101,3,6,enero,1,9999
102,3,4,enero,1,9999
102,4,7,enero,1,9999
103,0,15,enero,1,9999
104,0,1,enero,1,9999
104,4,8,enero,1,9999
105,0,7,enero,1,9999
105,1,7,enero,1,9999
105,3,1,enero,1,9999
106,1,10,enero,1,9999
106,3,12,enero,1,9999
106,4,13,enero,1,9999
107,0,7,enero,1,9999
107,3,14,enero,1,9999
107,4,7,enero,1,9999
108,1,7,enero,1,9999
108,3,6,enero,1,9999
109,0,2,enero,1,9999
109,1,6,enero,1,9999
109,3,3,enero,1,9999
110,0,11,enero,1,9999
110,3,15,enero,1,9999
110,4,13,enero,1,9999
111,1,3,enero,1,9999
111,4,7,enero,1,9999
112,0,9,enero,1,9999
113,1,13,enero,1,9999
113,4,14,enero,1,9999
114,0,15,enero,1,9999
114,1,4,enero,1,9999
115,0,13,enero,1,9999
115,1,13,enero,1,9999
115,3,6,enero,1,9999
115,4,8,enero,1,9999
116,0,5,enero,1,9999
116,1,1,enero,1,9999
116,4,9,enero,1,9999
117,1,13,enero,1,9999
117,4,5,enero,1,9999
118,1,2,enero,1,9999
118,3,13,enero,1,9999
118,4,14,enero,1,9999
119,0,1,enero,1,9999
120,0,8,enero,1,9999
120,1,6,enero,1,9999
120,3,3,enero,1,9999
121,1,1,enero,1,9999
121,3,5,enero,1,9999
121,4,7,enero,1,9999
122,4,13,enero,1,9999
123,0,7,enero,1,9999
123,3,8,enero,1,9999
124,4,15,enero,1,9999
125,1,7,enero,1,9999
125,3,6,enero,1,9999
125,4,14,enero,1,9999
126,1,13,enero,1,9999
126,3,11,enero,1,9999
126,4,13,enero,1,9999
127,0,2,enero,1,9999
127,3,7,enero,1,9999
128,1,12,enero,1,9999
128,3,11,enero,1,9999
129,3,9,enero,1,9999
130,1,2,enero,1,9999
130,4,2,enero,1,9999
131,3,11,enero,1,9999
132,3,3,enero,1,9999
133,1,4,enero,1,9999
133,3,8,enero,1,9999
134,1,12,enero,1,9999
135,1,11,enero,1,9999
135,4,10,enero,1,9999
136,1,14,enero,1,9999
137,1,7,enero,1,9999
137,4,10,enero,1,9999
138,3,14,enero,1,9999
138,4,4,enero,1,9999
139,1,13,enero,1,9999
139,3,6,enero,1,9999
139,4,13,enero,1,9999
140,3,1,enero,1,9999
140,4,5,enero,1,9999
141,1,14,enero,1,9999
141,3,13,enero,1,9999
142,1,1,enero,1,9999
142,3,10,enero,1,9999
143,1,2,enero,1,9999
143,3,9,enero,1,9999
143,4,4,enero,1,9999
144,3,14,enero,1,9999
144,4,7,enero,1,9999
145,1,11,enero,1,9999
145,3,9,enero,1,9999
146,4,4,enero,1,9999
147,1,4,enero,1,9999
147,3,11,enero,1,9999
148,3,6,enero,1,9999
149,3,3,enero,1,9999
149,4,8,enero,1,9999
150,1,5,enero,1,9999
151,4,5,enero,1,9999
152,3,3,enero,1,9999
152,4,13,enero,1,9999
153,1,8,enero,1,9999
153,3,9,enero,1,9999
153,4,11,enero,1,9999
154,4,2,enero,1,9999
155,1,7,enero,1,9999
155,4,13,enero,1,9999
156,1,6,enero,1,9999
156,4,15,enero,1,9999
157,1,9,enero,1,9999
157,4,1,enero,1,9999
158,1,6,enero,1,9999
158,4,2,enero,1,9999
159,4,10,enero,1,9999
160,1,8,enero,1,9999
160,3,6,enero,1,9999
161,3,11,enero,1,9999
162,1,14,enero,1,9999
163,3,10,enero,1,9999
164,1,6,enero,1,9999
165,1,13,enero,1,9999
165,3,7,enero,1,9999
166,1,12,enero,1,9999
166,3,15,enero,1,9999
167,3,14,enero,1,9999
167,4,14,enero,1,9999
168,3,4,enero,1,9999
168,4,7,enero,1,9999
169,4,2,enero,1,9999
170,1,5,enero,1,9999
170,3,10,enero,1,9999
171,3,2,enero,1,9999
171,4,8,enero,1,9999
172,3,10,enero,1,9999
173,3,11,enero,1,9999
174,4,6,enero,1,9999
175,1,13,enero,1,9999
175,3,14,enero,1,9999
175,4,3,enero,1,9999
176,4,2,enero,1,9999
177,1,7,enero,1,9999
177,3,3,enero,1,9999
178,3,9,enero,1,9999
178,4,9,enero,1,9999
179,1,10,enero,1,9999
179,3,13,enero,1,9999
180,4,2,enero,1,9999
181,4,1,enero,1,9999
182,3,4,enero,1,9999
182,4,5,enero,1,9999
183,3,13,enero,1,9999
184,1,13,enero,1,9999
184,3,1,enero,1,9999
184,4,14,enero,1,9999
185,3,14,enero,1,9999
186,3,7,enero,1,9999
186,4,9,enero,1,9999
187,3,4,enero,1,9999
188,1,15,enero,1,9999
188,3,1,enero,1,9999
189,1,3,enero,1,9999
189,4,6,enero,1,9999
190,1,8,enero,1,9999
191,1,10,enero,1,9999
191,3,1,enero,1,9999
192,1,12,enero,1,9999
192,3,15,enero,1,9999
192,4,3,enero,1,9999
193,1,1,enero,1,9999
193,4,10,enero,1,9999
194,1,11,enero,1,9999
194,4,2,enero,1,9999
195,3,4,enero,1,9999
195,4,1,enero,1,9999
196,3,14,enero,1,9999
197,1,10,enero,1,9999
197,4,5,enero,1,9999
198,3,5,enero,1,9999
199,4,2,enero,1,9999
200,3,6,enero,1,9999
200,4,5,enero,1,9999
201,3,8,enero,1,9999
201,4,12,enero,1,9999
202,1,2,enero,1,9999
202,4,6,enero,1,9999
203,3,10,enero,1,9999
204,3,6,enero,1,9999
204,4,13,enero,1,9999
205,1,10,enero,1,9999
205,4,15,enero,1,9999
206,1,15,enero,1,9999
206,4,14,enero,1,9999
207,3,13,enero,1,9999
207,4,4,enero,1,9999
208,3,4,enero,1,9999
208,4,11,enero,1,9999
209,3,14,enero,1,9999
210,1,12,enero,1,9999
210,3,15,enero,1,9999
211,1,6,enero,1,9999
211,3,11,enero,1,9999
211,4,7,enero,1,9999
212,3,12,enero,1,9999
212,4,6,enero,1,9999
213,4,15,enero,1,9999
214,3,4,enero,1,9999
214,4,2,enero,1,9999
215,1,13,enero,1,9999
215,3,10,enero,1,9999
215,4,10,enero,1,9999
216,1,9,enero,1,9999
216,4,14,enero,1,9999
217,1,5,enero,1,9999
217,3,2,enero,1,9999
218,3,2,enero,1,9999
218,4,3,enero,1,9999
219,4,5,enero,1,9999
220,1,5,enero,1,9999
220,4,14,enero,1,9999
221,1,12,enero,1,9999
221,3,12,enero,1,9999
222,1,14,enero,1,9999
222,3,7,enero,1,9999
223,1,9,enero,1,9999
224,3,9,enero,1,9999
225,3,6,enero,1,9999
226,1,4,enero,1,9999
226,3,10,enero,1,9999
226,4,1,enero,1,9999
227,1,14,enero,1,9999
228,1,8,enero,1,9999
228,3,4,enero,1,9999
229,3,11,enero,1,9999
229,4,9,enero,1,9999
230,3,12,enero,1,9999
230,4,6,enero,1,9999
231,1,5,enero,1,9999
231,3,4,enero,1,9999
231,4,9,enero,1,9999
232,1,9,enero,1,9999
232,3,14,enero,1,9999
232,4,14,enero,1,9999
233,1,2,enero,1,9999
233,3,10,enero,1,9999
234,4,12,enero,1,9999
235,1,10,enero,1,9999
235,3,10,enero,1,9999
236,3,3,enero,1,9999
237,1,13,enero,1,9999
237,3,4,enero,1,9999
237,4,9,enero,1,9999
238,3,10,enero,1,9999
238,4,3,enero,1,9999
239,3,12,enero,1,9999
239,4,11,enero,1,9999
240,3,1,enero,1,9999
240,4,8,enero,1,9999
241,3,14,enero,1,9999
241,4,6,enero,1,9999
242,1,7,enero,1,9999
242,3,6,enero,1,9999
242,4,10,enero,1,9999
243,3,2,enero,1,9999
243,4,14,enero,1,9999
244,1,8,enero,1,9999
244,3,4,enero,1,9999
244,4,6,enero,1,9999
245,1,11,enero,1,9999
245,3,1,enero,1,9999
245,4,4,enero,1,9999
246,3,1,enero,1,9999
246,4,2,enero,1,9999
247,4,1,enero,1,9999
248,1,1,enero,1,9999
248,4,10,enero,1,9999
249,4,6,enero,1,9999
250,1,8,enero,1,9999
250,4,10,enero,1,9999
251,1,14,enero,1,9999
251,4,6,enero,1,9999
252,1,3,enero,1,9999
252,4,10,enero,1,9999
253,1,13,enero,1,9999
253,4,9,enero,1,9999
254,1,3,enero,1,9999
254,4,7,enero,1,9999
255,4,11,enero,1,9999
256,4,14,enero,1,9999
257,1,2,enero,1,9999
258,4,3,enero,1,9999
259,1,3,enero,1,9999
260,1,7,enero,1,9999
261,1,13,enero,1,9999
261,4,12,enero,1,9999
262,1,2,enero,1,9999
263,1,12,enero,1,9999
263,4,10,enero,1,9999
264,4,10,enero,1,9999
265,1,4,enero,1,9999
266,1,10,enero,1,9999
266,4,2,enero,1,9999
267,1,13,enero,1,9999
267,4,14,enero,1,9999
268,1,8,enero,1,9999
269,4,14,enero,1,9999
270,1,5,enero,1,9999
271,4,13,enero,1,9999
272,1,8,enero,1,9999
273,4,6,enero,1,9999
274,1,8,enero,1,9999
275,1,2,enero,1,9999
276,1,11,enero,1,9999
277,4,4,enero,1,9999
278,4,3,enero,1,9999
279,1,12,enero,1,9999
279,4,7,enero,1,9999
280,1,14,enero,1,9999
281,4,13,enero,1,9999
282,1,6,enero,1,9999
282,4,7,enero,1,9999
283,1,8,enero,1,9999
283,4,13,enero,1,9999
284,1,10,enero,1,9999
285,4,8,enero,1,9999
286,1,13,enero,1,9999
287,1,13,enero,1,9999
288,4,15,enero,1,9999
289,1,7,enero,1,9999
289,4,15,enero,1,9999
290,4,11,enero,1,9999
291,1,8,enero,1,9999
291,4,9,enero,1,9999
292,4,2,enero,1,9999
293,1,11,enero,1,9999
293,4,4,enero,1,9999
294,1,4,enero,1,9999
295,4,7,enero,1,9999
296,4,8,enero,1,9999
297,4,9,enero,1,9999
298,4,14,enero,1,9999
299,1,8,enero,1,9999
299,4,14,enero,1,9999
300,4,13,enero,1,9999
301,1,3,enero,1,9999
302,1,3,enero,1,9999
303,1,13,enero,1,9999
304,1,10,enero,1,9999
305,4,5,enero,1,9999
306,1,2,enero,1,9999
306,4,10,enero,1,9999
307,1,7,enero,1,9999
307,4,14,enero,1,9999
308,1,12,enero,1,9999
309,4,12,enero,1,9999
310,4,9,enero,1,9999
311,4,1,enero,1,9999
312,4,13,enero,1,9999
313,1,4,enero,1,9999
313,4,14,enero,1,9999
314,1,10,enero,1,9999
315,4,5,enero,1,9999
316,4,13,enero,1,9999
317,4,14,enero,1,9999
318,4,1,enero,1,9999
319,1,4,enero,1,9999
320,4,14,enero,1,9999
321,1,5,enero,1,9999
322,4,10,enero,1,9999
323,1,2,enero,1,9999
324,1,2,enero,1,9999
325,4,11,enero,1,9999
326,1,9,enero,1,9999
327,1,1,enero,1,9999
328,4,12,enero,1,9999
329,1,2,enero,1,9999
329,4,8,enero,1,9999
330,1,15,enero,1,9999
331,4,11,enero,1,9999
332,1,7,enero,1,9999
332,4,6,enero,1,9999
333,4,15,enero,1,9999
334,4,1,enero,1,9999
335,1,12,enero,1,9999
335,4,6,enero,1,9999
336,1,14,enero,1,9999
336,4,4,enero,1,9999
337,1,6,enero,1,9999
337,4,4,enero,1,9999
338,1,6,enero,1,9999
339,1,7,enero,1,9999
340,4,11,enero,1,9999
341,1,12,enero,1,9999
341,4,2,enero,1,9999
342,1,9,enero,1,9999
342,4,13,enero,1,9999
343,4,9,enero,1,9999
344,4,4,enero,1,9999
345,1,13,enero,1,9999
346,1,12,enero,1,9999
347,1,7,enero,1,9999
348,4,13,enero,1,9999
349,1,11,enero,1,9999
349,4,13,enero,1,9999
350,1,15,enero,1,9999
351,1,7,enero,1,9999
352,1,8,enero,1,9999
353,1,6,enero,1,9999
353,4,2,enero,1,9999
354,1,1,enero,1,9999
355,4,1,enero,1,9999
356,1,14,enero,1,9999
356,4,9,enero,1,9999
357,1,4,enero,1,9999
357,4,3,enero,1,9999
358,1,2,enero,1,9999
359,1,2,enero,1,9999
359,4,8,enero,1,9999
360,4,10,enero,1,9999
361,4,15,enero,1,9999
362,1,10,enero,1,9999
362,4,12,enero,1,9999
363,1,4,enero,1,9999
363,4,3,enero,1,9999
364,4,6,enero,1,9999
365,1,12,enero,1,9999
366,4,10,enero,1,9999
367,1,15,enero,1,9999
368,1,13,enero,1,9999
368,4,10,enero,1,9999
369,1,7,enero,1,9999
369,4,13,enero,1,9999
370,1,12,enero,1,9999
370,4,11,enero,1,9999
371,1,7,enero,1,9999
372,4,4,enero,1,9999
373,1,2,enero,1,9999
374,1,9,enero,1,9999
375,1,9,enero,1,9999
375,4,7,enero,1,9999
376,4,8,enero,1,9999
377,1,2,enero,1,9999
377,4,6,enero,1,9999
378,1,2,enero,1,9999
378,4,9,enero,1,9999
379,1,13,enero,1,9999
380,1,13,enero,1,9999
380,4,14,enero,1,9999
381,1,15,enero,1,9999
382,1,11,enero,1,9999
383,4,4,enero,1,9999
384,4,6,enero,1,9999
385,4,5,enero,1,9999
386,1,12,enero,1,9999
387,1,10,enero,1,9999
388,4,9,enero,1,9999
389,1,1,enero,1,9999
389,4,10,enero,1,9999
390,1,2,enero,1,9999
390,4,3,enero,1,9999
391,1,14,enero,1,9999
391,4,14,enero,1,9999
392,1,1,enero,1,9999
393,1,13,enero,1,9999
393,4,10,enero,1,9999
394,1,11,enero,1,9999
395,1,1,enero,1,9999
395,4,4,enero,1,9999
396,1,10,enero,1,9999
397,1,1,enero,1,9999
397,4,8,enero,1,9999
398,1,1,enero,1,9999
399,1,4,enero,1,9999
400,1,12,enero,1,9999
400,4,2,enero,1,9999
401,4,2,enero,1,9999
402,4,8,enero,1,9999
403,1,4,enero,1,9999
403,4,12,enero,1,9999
404,1,10,enero,1,9999
404,4,8,enero,1,9999
405,4,10,enero,1,9999
406,1,9,enero,1,9999
407,1,11,enero,1,9999
408,1,6,enero,1,9999
409,4,12,enero,1,9999
410,1,10,enero,1,9999
410,4,4,enero,1,9999
411,1,10,enero,1,9999
412,1,5,enero,1,9999
413,1,11,enero,1,9999
414,1,15,enero,1,9999
415,1,6,enero,1,9999
416,1,1,enero,1,9999
416,4,6,enero,1,9999
417,4,14,enero,1,9999
418,4,7,enero,1,9999
419,4,3,enero,1,9999
420,4,8,enero,1,9999
421,4,1,enero,1,9999
422,4,8,enero,1,9999
423,4,13,enero,1,9999
424,4,5,enero,1,9999
425,4,10,enero,1,9999
426,4,8,enero,1,9999
427,4,11,enero,1,9999
428,4,2,enero,1,9999
429,4,15,enero,1,9999
430,4,6,enero,1,9999
431,4,1,enero,1,9999
432,4,13,enero,1,9999
433,4,2,enero,1,9999
434,4,8,enero,1,9999
435,4,11,enero,1,9999
436,4,2,enero,1,9999
437,4,9,enero,1,9999
438,4,3,enero,1,9999
439,4,7,enero,1,9999
440,4,12,enero,1,9999
441,4,15,enero,1,9999
442,4,14,enero,1,9999
443,4,15,enero,1,9999
444,4,9,enero,1,9999
445,4,5,enero,1,9999
446,4,12,enero,1,9999
447,4,5,enero,1,9999
448,4,3,enero,1,9999
449,4,5,enero,1,9999
450,4,7,enero,1,9999
451,4,3,enero,1,9999
452,4,6,enero,1,9999
453,4,13,enero,1,9999
454,4,4,enero,1,9999
455,4,1,enero,1,9999
456,4,5,enero,1,9999
457,4,9,enero,1,9999
458,4,15,enero,1,9999
459,4,12,enero,1,9999
460,4,1,enero,1,9999
461,4,5,enero,1,9999
462,4,8,enero,1,9999
463,4,1,enero,1,9999
464,4,10,enero,1,9999
465,4,13,enero,1,9999
466,4,11,enero,1,9999
467,4,10,enero,1,9999
468,4,12,enero,1,9999
469,4,15,enero,1,9999
470,4,7,enero,1,9999
471,4,13,enero,1,9999
472,4,1,enero,1,9999
473,4,1,enero,1,9999
474,4,4,enero,1,9999
475,4,11,enero,1,9999
476,4,10,enero,1,9999
477,4,8,enero,1,9999
478,4,15,enero,1,9999
479,4,1,enero,1,9999
480,4,4,enero,1,9999
481,4,13,enero,1,9999
482,4,9,enero,1,9999
483,4,8,enero,1,9999
484,4,8,enero,1,9999
485,4,11,enero,1,9999
486,4,10,enero,1,9999
487,4,7,enero,1,9999
488,4,7,enero,1,9999
489,4,7,enero,1,9999
490,4,14,enero,1,9999
491,4,11,enero,1,9999
492,4,8,enero,1,9999
493,4,13,enero,1,9999
494,4,4,enero,1,9999
495,4,11,enero,1,9999
496,4,4,enero,1,9999
497,4,12,enero,1,9999
498,4,11,enero,1,9999
499,4,5,enero,1,9999
500,4,6,enero,1,9999
501,4,4,enero,1,9999
502,4,1,enero,1,9999
503,4,5,enero,1,9999
504,4,13,enero,1,9999
505,4,1,enero,1,9999
506,4,12,enero,1,9999
507,4,13,enero,1,9999
508,4,12,enero,1,9999
509,4,5,enero,1,9999
510,4,3,enero,1,9999
511,4,10,enero,1,9999
512,4,8,enero,1,9999
513,4,5,enero,1,9999
514,4,3,enero,1,9999
515,4,1,enero,1,9999
516,4,8,enero,1,9999
517,4,3,enero,1,9999
518,4,15,enero,1,9999
519,4,8,enero,1,9999
520,4,5,enero,1,9999
521,4,7,enero,1,9999
522,4,2,enero,1,9999
523,4,7,enero,1,9999
524,4,3,enero,1,9999
525,4,15,enero,1,9999
526,4,10,enero,1,9999
527,4,14,enero,1,9999
528,4,11,enero,1,9999
529,4,5,enero,1,9999
530,4,15,enero,1,9999
531,4,6,enero,1,9999
532,4,2,enero,1,9999
533,4,10,enero,1,9999
534,4,4,enero,1,9999
535,4,5,enero,1,9999
536,4,14,enero,1,9999
537,4,9,enero,1,9999
538,4,14,enero,1,9999
539,4,9,enero,1,9999
540,4,9,enero,1,9999
541,4,1,enero,1,9999
542,4,4,enero,1,9999
543,4,11,enero,1,9999
544,4,12,enero,1,9999
545,4,3,enero,1,9999
546,4,6,enero,1,9999
547,4,13,enero,1,9999
548,4,5,enero,1,9999
549,4,2,enero,1,9999
550,4,14,enero,1,9999
551,4,14,enero,1,9999
552,4,12,enero,1,9999
553,4,3,enero,1,9999
554,4,8,enero,1,9999
555,4,15,enero,1,9999
556,4,8,enero,1,9999
557,4,8,enero,1,9999
558,4,13,enero,1,9999
559,4,13,enero,1,9999
560,4,9,enero,1,9999
561,4,13,enero,1,9999
562,4,9,enero,1,9999
563,4,11,enero,1,9999
564,4,4,enero,1,9999
565,4,7,enero,1,9999
566,4,2,enero,1,9999
567,4,6,enero,1,9999
568,4,13,enero,1,9999
569,4,12,enero,1,9999
570,4,15,enero,1,9999
571,4,12,enero,1,9999
572,4,5,enero,1,9999
573,4,3,enero,1,9999
574,4,13,enero,1,9999
575,4,15,enero,1,9999
576,4,8,enero,1,9999
577,4,7,enero,1,9999
578,4,14,enero,1,9999
579,4,13,enero,1,9999
580,4,5,enero,1,9999
581,4,14,enero,1,9999
582,4,12,enero,1,9999
583,4,4,enero,1,9999
584,4,11,enero,1,9999
585,4,1,enero,1,9999
586,4,3,enero,1,9999
587,4,8,enero,1,9999
588,4,3,enero,1,9999
589,4,13,enero,1,9999
590,4,6,enero,1,9999
591,4,9,enero,1,9999
592,4,4,enero,1,9999
593,4,8,enero,1,9999
594,4,11,enero,1,9999
595,4,3,enero,1,9999
596,4,9,enero,1,9999
597,4,10,enero,1,9999
598,4,13,enero,1,9999
599,4,12,enero,1,9999
600,4,2,enero,1,9999
601,4,2,enero,1,9999
602,4,4,enero,1,9999
603,4,10,enero,1,9999
604,4,1,enero,1,9999
605,4,4,enero,1,9999
606,4,13,enero,1,9999
607,4,11,enero,1,9999
608,4,14,enero,1,9999
609,4,5,enero,1,9999
610,4,6,enero,1,9999
611,4,15,enero,1,9999
612,4,2,enero,1,9999
613,4,4,enero,1,9999
614,4,6,enero,1,9999
615,4,4,enero,1,9999
616,4,2,enero,1,9999
617,4,11,enero,1,9999
618,4,2,enero,1,9999
619,4,11,enero,1,9999
620,4,15,enero,1,9999
621,4,2,enero,1,9999
622,4,5,enero,1,9999
623,4,1,enero,1,9999
624,4,9,enero,1,9999
625,4,8,enero,1,9999
626,4,6,enero,1,9999
627,4,4,enero,1,9999
628,4,12,enero,1,9999
629,4,9,enero,1,9999
630,4,4,enero,1,9999
631,4,1,enero,1,9999
632,4,2,enero,1,9999
633,4,1,enero,1,9999
1,1,1,febrero,1,9999
1,3,14,febrero,1,9999
1,4,11,febrero,1,9999
2,1,4,febrero,1,9999
2,3,9,febrero,1,9999
3,1,15,febrero,1,9999
3,2,5,febrero,1,9999
3,3,3,febrero,1,9999
4,0,4,febrero,1,9999
4,1,8,febrero,1,9999
4,2,13,febrero,1,9999
4,3,7,febrero,1,9999
5,0,5,febrero,1,9999
