compra_id,mes,region,ano
396,enero,1,9999
397,enero,1,9999
398,enero,1,9999
399,enero,1,9999
400,enero,1,9999
401,enero,1,9999
402,enero,1,9999
403,enero,1,9999
404,enero,1,9999
405,enero,1,9999
406,enero,1,9999
407,enero,1,9999
408,enero,1,9999
409,enero,1,9999
410,enero,1,9999
411,enero,1,9999
412,enero,1,9999
413,enero,1,9999
414,enero,1,9999
415,enero,1,9999
416,enero,1,9999
417,enero,1,9999
418,enero,1,9999
419,enero,1,9999
420,enero,1,9999
421,enero,1,9999
422,enero,1,9999
423,enero,1,9999
424,enero,1,9999
425,enero,1,9999
426,enero,1,9999
427,enero,1,9999
428,enero,1,9999
429,enero,1,9999
430,enero,1,9999
431,enero,1,9999
432,enero,1,9999
433,enero,1,9999
434,enero,1,9999
435,enero,1,9999
436,enero,1,9999
437,enero,1,9999
438,enero,1,9999
439,enero,1,9999
440,enero,1,9999
441,enero,1,9999
442,enero,1,9999
443,enero,1,9999
444,enero,1,9999
445,enero,1,9999
446,enero,1,9999
447,enero,1,9999
448,enero,1,9999
449,enero,1,9999
450,enero,1,9999
451,enero,1,9999
452,enero,1,9999
453,enero,1,9999
454,enero,1,9999
455,enero,1,9999
456,enero,1,9999
457,enero,1,9999
458,enero,1,9999
459,enero,1,9999
460,enero,1,9999
461,enero,1,9999
462,enero,1,9999
463,enero,1,9999
464,enero,1,9999
465,enero,1,9999
466,enero,1,9999
467,enero,1,9999
468,enero,1,9999
469,enero,1,9999
470,enero,1,9999
471,enero,1,9999
472,enero,1,9999
473,enero,1,9999
474,enero,1,9999
475,enero,1,9999
476,enero,1,9999
477,enero,1,9999
478,enero,1,9999
479,enero,1,9999
480,enero,1,9999
481,enero,1,9999
482,enero,1,9999
483,enero,1,9999
484,enero,1,9999
485,enero,1,9999
486,enero,1,9999
487,enero,1,9999
488,enero,1,9999
489,enero,1,9999
490,enero,1,9999
491,enero,1,9999
492,enero,1,9999
493,enero,1,9999
494,enero,1,9999
495,enero,1,9999
496,enero,1,9999
497,enero,1,9999
498,enero,1,9999
499,enero,1,9999
500,enero,1,9999
501,enero,1,9999
502,enero,1,9999
503,enero,1,9999
504,enero,1,9999
505,enero,1,9999
506,enero,1,9999
507,enero,1,9999
508,enero,1,9999
509,enero,1,9999
510,enero,1,9999
511,enero,1,9999
512,enero,1,9999
513,enero,1,9999
514,enero,1,9999
515,enero,1,9999
516,enero,1,9999
517,enero,1,9999
518,enero,1,9999
519,enero,1,9999
520,enero,1,9999
521,enero,1,9999
522,enero,1,9999
523,enero,1,9999
524,enero,1,9999
525,enero,1,9999
526,enero,1,9999
527,enero,1,9999
528,enero,1,9999
529,enero,1,9999
530,enero,1,9999
531,enero,1,9999
532,enero,1,9999
533,enero,1,9999
534,enero,1,9999
535,enero,1,9999
536,enero,1,9999
537,enero,1,9999
538,enero,1,9999
539,enero,1,9999
540,enero,1,9999
541,enero,1,9999
542,enero,1,9999
543,enero,1,9999
544,enero,1,9999
545,enero,1,9999
546,enero,1,9999
547,enero,1,9999
548,enero,1,9999
549,enero,1,9999
550,enero,1,9999
551,enero,1,9999
552,enero,1,9999
553,enero,1,9999
554,enero,1,9999
555,enero,1,9999
556,enero,1,9999
557,enero,1,9999
558,enero,1,9999
559,enero,1,9999
560,enero,1,9999
561,enero,1,9999
562,enero,1,9999
563,enero,1,9999
564,enero,1,9999
565,enero,1,9999
566,enero,1,9999
567,enero,1,9999
568,enero,1,9999
569,enero,1,9999
570,enero,1,9999
571,enero,1,9999
572,enero,1,9999
573,enero,1,9999
574,enero,1,9999
575,enero,1,9999
576,enero,1,9999
577,enero,1,9999
578,enero,1,9999
579,enero,1,9999
580,enero,1,9999
581,enero,1,9999
582,enero,1,9999
583,enero,1,9999
584,enero,1,9999
585,enero,1,9999
586,enero,1,9999
587,enero,1,9999
588,enero,1,9999
589,enero,1,9999
590,enero,1,9999
591,enero,1,9999
592,enero,1,9999
593,enero,1,9999
594,enero,1,9999
595,enero,1,9999
596,enero,1,9999
597,enero,1,9999
598,enero,1,9999
599,enero,1,9999
600,enero,1,9999
601,enero,1,9999
602,enero,1,9999
603,enero,1,9999
604,enero,1,9999
605,enero,1,9999
606,enero,1,9999
607,enero,1,9999
608,enero,1,9999
609,enero,1,9999
610,enero,1,9999
611,enero,1,9999
612,enero,1,9999
613,enero,1,9999
614,enero,1,9999
615,enero,1,9999
616,enero,1,9999
617,enero,1,9999
618,enero,1,9999
619,enero,1,9999
620,enero,1,9999
621,enero,1,9999
622,enero,1,9999
623,enero,1,9999
624,enero,1,9999
625,enero,1,9999
626,enero,1,9999
627,enero,1,9999
628,enero,1,9999
629,enero,1,9999
630,enero,1,9999
631,enero,1,9999
632,enero,1,9999
633,enero,1,9999
1,febrero,1,9999
2,febrero,1,9999
3,febrero,1,9999
4,febrero,1,9999
5,febrero,1,9999
6,febrero,1,9999
7,febrero,1,9999
8,febrero,1,9999
9,febrero,1,9999
10,febrero,1,9999
11,febrero,1,9999
12,febrero,1,9999
13,febrero,1,9999
14,febrero,1,9999
15,febrero,1,9999
16,febrero,1,9999
17,febrero,1,9999
18,febrero,1,9999
19,febrero,1,9999
20,febrero,1,9999
21,febrero,1,9999
22,febrero,1,9999
23,febrero,1,9999
24,febrero,1,9999
25,febrero,1,9999
26,febrero,1,9999
27,febrero,1,9999
28,febrero,1,9999
29,febrero,1,9999
30,febrero,1,9999
31,febrero,1,9999
32,febrero,1,9999
33,febrero,1,9999
34,febrero,1,9999
35,febrero,1,9999
36,febrero,1,9999
37,febrero,1,9999
38,febrero,1,9999
39,febrero,1,9999
40,febrero,1,9999
41,febrero,1,9999
42,febrero,1,9999
43,febrero,1,9999
44,febrero,1,9999
45,febrero,1,9999
46,febrero,1,9999
47,febrero,1,9999
48,febrero,1,9999
49,febrero,1,9999
50,febrero,1,9999
51,febrero,1,9999
52,febrero,1,9999
53,febrero,1,9999
54,febrero,1,9999
55,febrero,1,9999
56,febrero,1,9999
57,febrero,1,9999
58,febrero,1,9999
59,febrero,1,9999
60,febrero,1,9999
61,febrero,1,9999
62,febrero,1,9999
63,febrero,1,9999
64,febrero,1,9999
65,febrero,1,9999
66,febrero,1,9999
67,febrero,1,9999
68,febrero,1,9999
69,febrero,1,9999
70,febrero,1,9999
71,febrero,1,9999
72,febrero,1,9999
73,febrero,1,9999
74,febrero,1,9999
75,febrero,1,9999
76,febrero,1,9999
77,febrero,1,9999
78,febrero,1,9999
79,febrero,1,9999
80,febrero,1,9999
81,febrero,1,9999
82,febrero,1,9999
83,febrero,1,9999
84,febrero,1,9999
85,febrero,1,9999
86,febrero,1,9999
87,febrero,1,9999
88,febrero,1,9999
89,febrero,1,9999
90,febrero,1,9999
91,febrero,1,9999
92,febrero,1,9999
93,febrero,1,9999
94,febrero,1,9999
95,febrero,1,9999
96,febrero,1,9999
97,febrero,1,9999
98,febrero,1,9999
99,febrero,1,9999
100,febrero,1,9999
101,febrero,1,9999
102,febrero,1,9999
103,febrero,1,9999
104,febrero,1,9999
105,febrero,1,9999
106,febrero,1,9999
107,febrero,1,9999
108,febrero,1,9999
109,febrero,1,9999
110,febrero,1,9999
111,febrero,1,9999
112,febrero,1,9999
113,febrero,1,9999
114,febrero,1,9999
115,febrero,1,9999
116,febrero,1,9999
117,febrero,1,9999
118,febrero,1,9999
119,febrero,1,9999
120,febrero,1,9999
121,febrero,1,9999
122,febrero,1,9999
123,febrero,1,9999
124,febrero,1,9999
125,febrero,1,9999
126,febrero,1,9999
127,febrero,1,9999
128,febrero,1,9999
129,febrero,1,9999
130,febrero,1,9999
131,febrero,1,9999
132,febrero,1,9999
133,febrero,1,9999
134,febrero,1,9999
135,febrero,1,9999
136,febrero,1,9999
137,febrero,1,9999
138,febrero,1,9999
139,febrero,1,9999
140,febrero,1,9999
141,febrero,1,9999
142,febrero,1,9999
143,febrero,1,9999
144,febrero,1,9999
145,febrero,1,9999
146,febrero,1,9999
147,febrero,1,9999
148,febrero,1,9999
149,febrero,1,9999
150,febrero,1,9999
151,febrero,1,9999
152,febrero,1,9999
153,febrero,1,9999
154,febrero,1,9999
155,febrero,1,9999
156,febrero,1,9999
157,febrero,1,9999
158,febrero,1,9999
159,febrero,1,9999
160,febrero,1,9999
161,febrero,1,9999
162,febrero,1,9999
163,febrero,1,9999
164,febrero,1,9999
165,febrero,1,9999
166,febrero,1,9999
167,febrero,1,9999
168,febrero,1,9999
169,febrero,1,9999
170,febrero,1,9999
171,febrero,1,9999
172,febrero,1,9999
173,febrero,1,9999
174,febrero,1,9999
175,febrero,1,9999
176,febrero,1,9999
177,febrero,1,9999
178,febrero,1,9999
179,febrero,1,9999
180,febrero,1,9999
181,febrero,1,9999
182,febrero,1,9999
183,febrero,1,9999
184,febrero,1,9999
185,febrero,1,9999
186,febrero,1,9999
187,febrero,1,9999
188,febrero,1,9999
189,febrero,1,9999
190,febrero,1,9999
191,febrero,1,9999
192,febrero,1,9999
193,febrero,1,9999
194,febrero,1,9999
195,febrero,1,9999
196,febrero,1,9999
197,febrero,1,9999
198,febrero,1,9999
199,febrero,1,9999
200,febrero,1,9999
201,febrero,1,9999
202,febrero,1,9999
203,febrero,1,9999
204,febrero,1,9999
205,febrero,1,9999
206,febrero,1,9999
207,febrero,1,9999
208,febrero,1,9999
209,febrero,1,9999
210,febrero,1,9999
211,febrero,1,9999
212,febrero,1,9999
213,febrero,1,9999
214,febrero,1,9999
215,febrero,1,9999
216,febrero,1,9999
217,febrero,1,9999
218,febrero,1,9999
219,febrero,1,9999
220,febrero,1,9999
221,febrero,1,9999
222,febrero,1,9999
223,febrero,1,9999
224,febrero,1,9999
225,febrero,1,9999
226,febrero,1,9999
227,febrero,1,9999
228,febrero,1,9999
229,febrero,1,9999
230,febrero,1,9999
231,febrero,1,9999
232,febrero,1,9999
233,febrero,1,9999
234,febrero,1,9999
235,febrero,1,9999
236,febrero,1,9999
237,febrero,1,9999
238,febrero,1,9999
239,febrero,1,9999
240,febrero,1,9999
241,febrero,1,9999
242,febrero,1,9999
243,febrero,1,9999
244,febrero,1,9999
245,febrero,1,9999
246,febrero,1,9999
247,febrero,1,9999
248,febrero,1,9999
249,febrero,1,9999
250,febrero,1,9999
251,febrero,1,9999
252,febrero,1,9999
253,febrero,1,9999
254,febrero,1,9999
255,febrero,1,9999
256,febrero,1,9999
257,febrero,1,9999
258,febrero,1,9999
259,febrero,1,9999
260,febrero,1,9999
261,febrero,1,9999
262,febrero,1,9999
263,febrero,1,9999
264,febrero,1,9999
265,febrero,1,9999
266,febrero,1,9999
267,febrero,1,9999
268,febrero,1,9999
269,febrero,1,9999
270,febrero,1,9999
271,febrero,1,9999
272,febrero,1,9999
273,febrero,1,9999
274,febrero,1,9999
275,febrero,1,9999
276,febrero,1,9999
277,febrero,1,9999
278,febrero,1,9999
279,febrero,1,9999
280,febrero,1,9999
281,febrero,1,9999
282,febrero,1,9999
283,febrero,1,9999
284,febrero,1,9999
285,febrero,1,9999
286,febrero,1,9999
287,febrero,1,9999
288,febrero,1,9999
289,febrero,1,9999
290,febrero,1,9999
291,febrero,1,9999
292,febrero,1,9999
293,febrero,1,9999
294,febrero,1,9999
295,febrero,1,9999
296,febrero,1,9999
297,febrero,1,9999
298,febrero,1,9999
299,febrero,1,9999
300,febrero,1,9999
301,febrero,1,9999
302,febrero,1,9999
303,febrero,1,9999
304,febrero,1,9999
305,febrero,1,9999
306,febrero,1,9999
307,febrero,1,9999
308,febrero,1,9999
309,febrero,1,9999
310,febrero,1,9999
311,febrero,1,9999
312,febrero,1,9999
313,febrero,1,9999
314,febrero,1,9999
315,febrero,1,9999
316,febrero,1,9999
317,febrero,1,9999
318,febrero,1,9999
319,febrero,1,9999
320,febrero,1,9999
321,febrero,1,9999
322,febrero,1,9999
323,febrero,1,9999
324,febrero,1,9999
325,febrero,1,9999
326,febrero,1,9999
327,febrero,1,9999
328,febrero,1,9999
329,febrero,1,9999
330,febrero,1,9999
331,febrero,1,9999
332,febrero,1,9999
333,febrero,1,9999
334,febrero,1,9999
335,febrero,1,9999
336,febrero,1,9999
337,febrero,1,9999
338,febrero,1,9999
339,febrero,1,9999
340,febrero,1,9999
341,febrero,1,9999
342,febrero,1,9999
343,febrero,1,9999
344,febrero,1,9999
345,febrero,1,9999
346,febrero,1,9999
347,febrero,1,9999
348,febrero,1,9999
349,febrero,1,9999
350,febrero,1,9999
351,febrero,1,9999
352,febrero,1,9999
353,febrero,1,9999
354,febrero,1,9999
355,febrero,1,9999
356,febrero,1,9999
357,febrero,1,9999
358,febrero,1,9999
359,febrero,1,9999
360,febrero,1,9999
361,febrero,1,9999
362,febrero,1,9999
363,febrero,1,9999
364,febrero,1,9999
365,febrero,1,9999
366,febrero,1,9999
367,febrero,1,9999
368,febrero,1,9999
369,febrero,1,9999
370,febrero,1,9999
371,febrero,1,9999
372,febrero,1,9999
373,febrero,1,9999
374,febrero,1,9999
375,febrero,1,9999
376,febrero,1,9999
377,febrero,1,9999
378,febrero,1,9999
379,febrero,1,9999
380,febrero,1,9999
381,febrero,1,9999
382,febrero,1,9999
383,febrero,1,9999
384,febrero,1,9999
385,febrero,1,9999
386,febrero,1,9999
387,febrero,1,9999
388,febrero,1,9999
389,febrero,1,9999
390,febrero,1,9999
391,febrero,1,9999
392,febrero,1,9999
393,febrero,1,9999
394,febrero,1,9999
395,febrero,1,9999
396,febrero,1,9999
397,febrero,1,9999
398,febrero,1,9999
399,febrero,1,9999
400,febrero,1,9999
401,febrero,1,9999
402,febrero,1,9999
403,febrero,1,9999
404,febrero,1,9999
405,febrero,1,9999
406,febrero,1,9999
407,febrero,1,9999
408,febrero,1,9999
409,febrero,1,9999
410,febrero,1,9999
411,febrero,1,9999
412,febrero,1,9999
413,febrero,1,9999
414,febrero,1,9999
415,febrero,1,9999
416,febrero,1,9999
417,febrero,1,9999
418,febrero,1,9999
419,febrero,1,9999
420,febrero,1,9999
421,febrero,1,9999
422,febrero,1,9999
423,febrero,1,9999
424,febrero,1,9999
425,febrero,1,9999
426,febrero,1,9999
427,febrero,1,9999
428,febrero,1,9999
429,febrero,1,9999
430,febrero,1,9999
431,febrero,1,9999
432,febrero,1,9999
433,febrero,1,9999
434,febrero,1,9999
435,febrero,1,9999
436,febrero,1,9999
437,febrero,1,9999
438,febrero,1,9999
439,febrero,1,9999
440,febrero,1,9999
441,febrero,1,9999
442,febrero,1,9999
443,febrero,1,9999
444,febrero,1,9999
445,febrero,1,9999
446,febrero,1,9999
447,febrero,1,9999
448,febrero,1,9999
449,febrero,1,9999
450,febrero,1,9999
451,febrero,1,9999
452,febrero,1,9999
453,febrero,1,9999
454,febrero,1,9999
455,febrero,1,9999
456,febrero,1,9999
457,febrero,1,9999
458,febrero,1,9999
459,febrero,1,9999
460,febrero,1,9999
461,febrero,1,9999
462,febrero,1,9999
463,febrero,1,9999
464,febrero,1,9999
465,febrero,1,9999
466,febrero,1,9999
467,febrero,1,9999
468,febrero,1,9999
469,febrero,1,9999
470,febrero,1,9999
471,febrero,1,9999
472,febrero,1,9999
473,febrero,1,9999
474,febrero,1,9999
475,febrero,1,9999
476,febrero,1,9999
477,febrero,1,9999
478,febrero,1,9999
479,febrero,1,9999
480,febrero,1,9999
481,febrero,1,9999
482,febrero,1,9999
483,febrero,1,9999
484,febrero,1,9999
485,febrero,1,9999
486,febrero,1,9999
487,febrero,1,9999
488,febrero,1,9999
489,febrero,1,9999
490,febrero,1,9999
491,febrero,1,9999
492,febrero,1,9999
493,febrero,1,9999
494,febrero,1,9999
495,febrero,1,9999
496,febrero,1,9999
497,febrero,1,9999
498,febrero,1,9999
499,febrero,1,9999
500,febrero,1,9999
501,febrero,1,9999
502,febrero,1,9999
503,febrero,1,9999
504,febrero,1,9999
505,febrero,1,9999
506,febrero,1,9999
507,febrero,1,9999
508,febrero,1,9999
509,febrero,1,9999
510,febrero,1,9999
511,febrero,1,9999
512,febrero,1,9999
513,febrero,1,9999
514,febrero,1,9999
515,febrero,1,9999
516,febrero,1,9999
517,febrero,1,9999
518,febrero,1,9999
519,febrero,1,9999
520,febrero,1,9999
521,febrero,1,9999
522,febrero,1,9999
523,febrero,1,9999
524,febrero,1,9999
525,febrero,1,9999
526,febrero,1,9999
527,febrero,1,9999
528,febrero,1,9999
529,febrero,1,9999
530,febrero,1,9999
531,febrero,1,9999
532,febrero,1,9999
533,febrero,1,9999
534,febrero,1,9999
535,febrero,1,9999
536,febrero,1,9999
537,febrero,1,9999
538,febrero,1,9999
539,febrero,1,9999
540,febrero,1,9999
541,febrero,1,9999
542,febrero,1,9999
543,febrero,1,9999
544,febrero,1,9999
545,febrero,1,9999
546,febrero,1,9999
547,febrero,1,9999
548,febrero,1,9999
549,febrero,1,9999
550,febrero,1,9999
551,febrero,1,9999
552,febrero,1,9999
553,febrero,1,9999
554,febrero,1,9999
555,febrero,1,9999
556,febrero,1,9999
557,febrero,1,9999
558,febrero,1,9999
559,febrero,1,9999
560,febrero,1,9999
561,febrero,1,9999
562,febrero,1,9999
563,febrero,1,9999
564,febrero,1,9999
565,febrero,1,9999
566,febrero,1,9999
567,febrero,1,9999
568,febrero,1,9999
569,febrero,1,9999
570,febrero,1,9999
571,febrero,1,9999
572,febrero,1,9999
573,febrero,1,9999
574,febrero,1,9999
575,febrero,1,9999
576,febrero,1,9999
577,febrero,1,9999
578,febrero,1,9999
579,febrero,1,9999
580,febrero,1,9999
581,febrero,1,9999
582,febrero,1,9999
583,febrero,1,9999
584,febrero,1,9999
585,febrero,1,9999
586,febrero,1,9999
587,febrero,1,9999
588,febrero,1,9999
589,febrero,1,9999
590,febrero,1,9999
591,febrero,1,9999
592,febrero,1,9999
593,febrero,1,9999
594,febrero,1,9999
595,febrero,1,9999
596,febrero,1,9999
597,febrero,1,9999
598,febrero,1,9999
599,febrero,1,9999
600,febrero,1,9999
601,febrero,1,9999
602,febrero,1,9999
603,febrero,1,9999
604,febrero,1,9999
605,febrero,1,9999
606,febrero,1,9999
607,febrero,1,9999
608,febrero,1,9999
609,febrero,1,9999
610,febrero,1,9999
611,febrero,1,9999
612,febrero,1,9999
613,febrero,1,9999
614,febrero,1,9999
615,febrero,1,9999
616,febrero,1,9999
617,febrero,1,9999
618,febrero,1,9999
619,febrero,1,9999
620,febrero,1,9999
621,febrero,1,9999
622,febrero,1,9999
623,febrero,1,9999
624,febrero,1,9999
625,febrero,1,9999
626,febrero,1,9999
627,febrero,1,9999
628,febrero,1,9999
629,febrero,1,9999
630,febrero,1,9999
631,febrero,1,9999
632,febrero,1,9999
633,febrero,1,9999
634,febrero,1,9999
635,febrero,1,9999
636,febrero,1,9999
637,febrero,1,9999
638,febrero,1,9999
639,febrero,1,9999
640,febrero,1,9999
641,febrero,1,9999
642,febrero,1,9999
643,febrero,1,9999
644,febrero,1,9999
645,febrero,1,9999
646,febrero,1,9999
647,febrero,1,9999
648,febrero,1,9999
649,febrero,1,9999
650,febrero,1,9999
651,febrero,1,9999
652,febrero,1,9999
653,febrero,1,9999
654,febrero,1,9999
655,febrero,1,9999
656,febrero,1,9999
657,febrero,1,9999
658,febrero,1,9999
659,febrero,1,9999
660,febrero,1,9999
661,febrero,1,9999
662,febrero,1,9999
663,febrero,1,9999
664,febrero,1,9999
665,febrero,1,9999
666,febrero,1,9999
667,febrero,1,9999
668,febrero,1,9999
669,febrero,1,9999
1,marzo,1,9999
2,marzo,1,9999
3,marzo,1,9999
4,marzo,1,9999
5,marzo,1,9999
6,marzo,1,9999
7,marzo,1,9999
8,marzo,1,9999
9,marzo,1,9999
10,marzo,1,9999
11,marzo,1,9999
12,marzo,1,9999
13,marzo,1,9999
14,marzo,1,9999
15,marzo,1,9999
16,marzo,1,9999
17,marzo,1,9999
18,marzo,1,9999
19,marzo,1,9999
20,marzo,1,9999
21,marzo,1,9999
22,marzo,1,9999
23,marzo,1,9999
24,marzo,1,9999
25,marzo,1,9999
