usuario_id,region,mes,entrante
8,2,9,45150
8,2,10,45550
8,2,11,39000
8,2,12,38550
9,1,1,5500
9,1,2,14000
9,1,3,17300
9,1,4,13850
9,1,5,11250
9,1,6,9150
9,1,7,10400
9,1,8,12600
9,1,9,10150
9,1,10,4050
9,1,11,10050
9,1,12,1700
9,2,1,25550
9,2,3,19600
9,2,4,25950
9,2,5,48000
9,2,7,40350
9,2,8,41200
9,2,9,36650
9,2,10,45000
9,2,11,48800
9,2,12,46550
10,1,2,17900
10,1,3,7650
10,1,4,14800
10,1,5,12200
10,1,6,17450
10,1,7,11750
10,1,8,13400
10,1,9,11650
10,1,10,6650
10,1,11,7300
10,1,12,11200
10,2,1,28800
10,2,2,28900
10,2,3,29450
10,2,4,26450
10,2,5,40650
10,2,6,35100
10,2,7,35650
10,2,8,45000
10,2,9,37000
10,2,10,29450
10,2,11,44800
10,2,12,44800
11,1,1,10050
11,1,2,12600
11,1,3,8250
11,1,4,18950
11,1,6,19300
11,1,7,13350
11,1,10,7150
11,1,11,9900
11,1,12,12800
11,2,1,13000
11,2,2,25200
11,2,3,40000
11,2,4,28300
11,2,5,30200
11,2,6,44300
11,2,7,45350
11,2,8,36650
11,2,9,37000
11,2,10,44550
11,2,11,33650
11,2,12,25950
12,1,1,10250
12,1,2,13000
12,1,3,11200
12,1,5,13900
12,1,6,15600
12,1,7,21450
12,1,8,17600
12,1,10,9150
12,1,11,6050
12,1,12,9900
12,2,1,25550
12,2,2,41350
12,2,4,27250
12,2,5,42900
12,2,6,46050
12,2,9,43000
12,2,11,35150
12,2,12,47850
13,1,1,17750
13,1,2,14400
13,1,3,16900
13,1,4,14900
13,1,5,17000
13,1,6,16650
13,1,7,16150
13,1,8,12050
13,1,9,14000
13,1,11,9300
13,1,12,8700
13,2,1,18050
13,2,2,36200
13,2,3,24750
13,2,4,22450
13,2,5,50050
13,2,6,39750
13,2,7,42100
13,2,8,38650
13,2,9,35700
13,2,10,35350
13,2,11,41000
13,2,12,46250
14,1,2,12050
14,1,4,16600
14,1,5,6350
14,1,6,21600
14,1,7,15000
14,1,8,13500
14,1,9,12950
14,1,10,4900
14,1,11,7500
14,1,12,14000
14,2,1,28600
14,2,2,29300
14,2,3,26450
14,2,4,18200
14,2,5,37050
14,2,6,43150
14,2,7,39350
14,2,8,58300
14,2,9,36300
14,2,12,55100
15,1,1,14300
15,1,2,20500
15,1,3,13150
15,1,4,14750
15,1,6,8300
15,1,7,15000
15,1,8,21500
15,1,9,8800
15,1,10,11350
15,1,11,10650
15,1,12,2750
15,2,1,22350
15,2,2,25150
15,2,3,19300
15,2,4,34500
15,2,5,27200
15,2,8,41000
15,2,9,42750
15,2,10,50300
15,2,11,39400
15,2,12,47450
16,1,1,12000
16,1,2,14100
16,1,3,17250
16,1,4,5750
16,1,5,11350
16,1,6,23050
16,1,7,14700
16,1,8,15550
16,1,10,11200
16,1,11,6150
16,1,12,6150
16,2,1,30950
16,2,2,24200
16,2,3,25750
16,2,4,36050
16,2,5,37950
16,2,6,33650
16,2,7,46950
16,2,8,37850
16,2,9,46550
16,2,10,45050
16,2,11,45050
17,1,1,13550
17,1,2,8400
17,1,3,18700
17,1,4,11250
17,1,5,18400
17,1,6,14700
17,1,7,12400
17,1,9,6950
17,1,10,4450
17,1,11,10650
17,1,12,5300
17,2,1,23350
17,2,2,24350
17,2,3,23900
17,2,4,33250
17,2,5,33400
17,2,6,44200
17,2,7,39050
17,2,8,47100
17,2,9,50900
17,2,10,43900
17,2,11,54700
17,2,12,45200
18,1,1,15500
18,1,2,9150
18,1,3,7800
18,1,4,5850
18,1,5,11650
18,1,6,15750
18,1,7,12350
18,1,8,12550
18,1,9,12850
18,1,10,9000
18,1,11,11250
18,1,12,5550
18,2,3,31650
18,2,4,30700
18,2,5,31450
18,2,6,38250
18,2,7,35800
18,2,8,41600
18,2,9,36150
18,2,10,48400
18,2,11,45950
18,2,12,41200
19,1,1,10500
19,1,2,12400
19,1,3,11050
19,1,4,15550
19,1,5,12750
19,1,6,18500
19,1,7,12150
19,1,8,11600
19,1,9,12000
19,1,10,10750
19,1,11,8900
19,1,12,6600
19,2,1,26150
19,2,2,26500
19,2,3,25650
19,2,4,28750
19,2,5,38450
19,2,6,44950
19,2,7,36850
19,2,8,43550
19,2,9,37650
19,2,10,31650
19,2,11,36000
19,2,12,31700
20,1,1,17450
20,1,2,20900
20,1,3,6000
20,1,4,14450
20,1,5,14150
20,1,6,8350
20,1,7,10300
20,1,8,15400
20,1,9,10400
20,1,10,7750
20,1,11,5100
20,1,12,4500
20,2,1,26750
20,2,2,32300
20,2,3,30850
20,2,4,32550
20,2,5,35300
20,2,6,48200
20,2,7,40750
20,2,8,46100
20,2,9,50950
20,2,10,53550
20,2,12,41550
21,1,1,11700
21,1,2,10200
21,1,3,16700
21,1,4,9650
21,1,6,20900
21,1,7,16700
21,1,8,16550
21,1,9,15600
21,1,10,5200
21,1,11,6900
21,1,12,7150
21,2,2,36050
21,2,4,21100
21,2,5,38900
21,2,6,33200
21,2,8,37100
21,2,9,44300
21,2,10,41150
21,2,11,40600
21,2,12,37500
22,1,1,16900
22,1,2,6300
22,1,4,10900
22,1,5,9250
22,1,8,13100
22,1,9,9950
22,1,10,12950
22,1,11,4450
22,1,12,5050
22,2,1,28150
22,2,2,31200
22,2,3,26150
22,2,4,25350
22,2,5,25200
22,2,6,49900
22,2,7,44900
22,2,8,39150
22,2,9,47550
22,2,12,42200
23,1,1,12400
23,1,2,11550
23,1,3,12550
23,1,4,11250
23,1,5,10150
23,1,6,18650
23,1,7,14750
23,1,8,14000
23,1,9,16550
23,1,10,13550
23,1,11,4800
23,1,12,7000
23,2,1,22400
23,2,2,19900
23,2,3,34100
23,2,5,42800
23,2,6,31500
23,2,7,42250
23,2,9,42400
23,2,10,50450
23,2,12,37550
24,1,1,15100
24,1,2,8000
24,1,3,20900
24,1,4,10750
24,1,5,9150
24,1,6,10750
24,1,7,17150
24,1,8,15700
24,1,9,5900
24,1,10,7550
24,1,11,4850
24,1,12,7600
24,2,1,26600
24,2,2,27400
24,2,3,34900
24,2,4,35150
24,2,5,30000
24,2,6,41700
24,2,7,32550
24,2,8,42700
24,2,9,43600
24,2,10,28400
24,2,11,49400
24,2,12,37750
25,1,1,12150
25,1,2,9100
25,1,3,10650
25,1,4,11700
25,1,5,14550
25,1,6,15650
25,1,8,16100
25,1,9,24700
25,1,10,9300
25,1,12,7350
25,2,1,30450
25,2,2,32350
25,2,3,24900
25,2,4,18950
25,2,5,35550
25,2,6,37050
25,2,8,46600
25,2,9,33900
25,2,10,38550
25,2,11,59500
25,2,12,31400
26,1,1,11950
26,1,2,18650
26,1,3,16050
26,1,4,15300
26,1,5,8400
26,1,6,20000
26,1,8,13450
26,1,9,15400
26,1,10,11450
26,1,11,9150
26,1,12,8250
26,2,1,17550
26,2,2,21100
26,2,4,24350
26,2,5,35250
26,2,6,45150
26,2,7,43950
26,2,8,39450
26,2,9,36500
26,2,10,48050
26,2,11,43800
26,2,12,30700
27,1,2,10450
27,1,3,16650
27,1,4,12500
27,1,6,13850
27,1,7,20700
27,1,8,15650
27,1,9,13500
27,1,10,10500
27,1,11,12050
27,1,12,6450
27,2,2,18200
27,2,3,24650
27,2,4,28000
27,2,6,38900
27,2,8,53250
27,2,9,35250
27,2,10,37300
27,2,11,46750
27,2,12,31650
28,1,1,9750
28,1,2,19200
28,1,3,8400
28,1,4,8650
28,1,5,21100
28,1,7,15400
28,1,8,15800
28,1,9,10050
28,1,10,14750
28,1,11,7450
28,1,12,13200
28,2,1,27000
28,2,2,32450
28,2,3,32600
28,2,4,27450
28,2,5,42050
28,2,7,37900
28,2,8,43850
28,2,9,53400
28,2,10,50950
28,2,11,36550
28,2,12,40150
29,1,1,18050
29,1,2,13750
29,1,3,11750
29,1,4,9000
29,1,5,12800
29,1,6,11450
29,1,7,17400
29,1,8,10450
29,1,9,8250
29,1,11,6100
29,1,12,17600
29,2,2,34150
29,2,3,23750
29,2,4,29350
29,2,6,38650
29,2,7,39200
29,2,8,51900
29,2,9,52700
29,2,10,53250
29,2,11,31300
29,2,12,58200
30,1,1,9650
30,1,2,13900
30,1,3,9550
30,1,4,17550
30,1,5,10650
30,1,6,12050
30,1,7,15900
30,1,8,12800
30,1,9,10550
30,1,11,13850
30,1,12,6300
30,2,1,25850
30,2,2,25950
30,2,3,26050
30,2,4,30400
30,2,5,46600
30,2,6,36150
30,2,8,40000
30,2,9,43150
30,2,10,46000
30,2,11,45800
30,2,12,36550
31,1,2,14950
31,1,3,10050
31,1,4,11100
31,1,5,20750
31,1,6,19050
31,1,7,17900
31,1,8,21450
31,1,9,6800
31,1,10,7750
31,1,11,7900
31,1,12,12450
31,2,1,27750
31,2,2,32700
31,2,3,28800
31,2,4,26650
31,2,5,31050
31,2,6,43650
31,2,7,42300
31,2,9,54550
31,2,10,38300
31,2,12,35100
32,1,1,15000
32,1,2,10950
32,1,3,17300
32,1,4,10250
32,1,6,13100
32,1,7,12450
32,1,8,8100
32,1,9,9950
32,1,10,6300
32,1,11,3950
32,2,1,18650
32,2,2,18500
32,2,3,25550
32,2,4,21150
32,2,5,41000
32,2,6,42700
32,2,7,42100
32,2,8,35700
32,2,9,38650
32,2,10,50250
32,2,11,51850
32,2,12,34800
33,1,1,18000
33,1,2,6550
33,1,3,12300
33,1,5,13800
33,1,7,14250
33,1,8,15800
33,1,9,12300
33,1,10,7950
33,1,12,5950
33,2,3,39750
33,2,4,31650
33,2,5,43100
33,2,6,44350
33,2,7,42250
33,2,8,43550
33,2,9,41300
33,2,10,35850
33,2,11,41650
33,2,12,65000
34,1,1,17200
34,1,2,15400
34,1,3,12350
34,1,4,14100
34,1,5,16800
34,1,6,18450
34,1,7,13800
34,1,8,18550
34,1,9,13250
34,1,10,6600
34,1,11,11350
34,1,12,2700
34,2,1,27600
34,2,2,21450
34,2,3,30650
34,2,4,18400
34,2,5,17300
34,2,6,40900
34,2,8,34550
34,2,9,54650
34,2,10,50800
34,2,11,45200
34,2,12,36050
35,1,1,17050
35,1,2,12600
35,1,3,8900
35,1,4,13150
35,1,5,16600
35,1,6,12450
35,1,7,14300
35,1,8,14150
35,1,9,8050
35,1,10,3500
35,1,11,10150
35,1,12,10650
35,2,1,14600
35,2,2,18350
35,2,3,29000
35,2,4,25350
35,2,5,31800
35,2,6,41650
35,2,7,33950
35,2,8,31150
35,2,10,35550
35,2,11,39800
36,1,1,12200
36,1,2,13650
36,1,3,8450
36,1,4,9550
36,1,5,23600
36,1,6,15750
36,1,7,13600
36,1,8,10100
36,1,9,9800
36,1,10,7750
36,1,12,10200
36,2,1,33900
36,2,2,30100
36,2,3,26850
36,2,5,34400
36,2,6,37750
36,2,7,47350
36,2,8,33200
36,2,9,34600
36,2,10,33600
36,2,11,45000
36,2,12,59350
37,1,1,11850
37,1,2,17400
37,1,3,18050
37,1,4,16450
37,1,5,14850
37,1,6,15250
37,1,7,15300
37,1,8,13100
37,1,9,10150
37,1,10,3450
37,1,11,11800
37,1,12,12150
37,2,1,23500
37,2,2,35700
37,2,4,32150
37,2,5,35700
37,2,6,39600
37,2,7,40800
37,2,8,45350
37,2,10,39400
37,2,11,44900
37,2,12,48050
38,1,1,9000
38,1,2,15700
38,1,3,14050
38,1,4,7850
38,1,5,15500
38,1,6,11800
38,1,7,20250
38,1,8,10250
38,1,9,14000
38,1,10,9950
38,1,11,7600
38,1,12,5550
38,2,1,17200
38,2,2,23300
38,2,3,31000
38,2,4,34250
38,2,5,29350
38,2,6,31500
38,2,7,47900
38,2,8,38950
38,2,9,36550
38,2,10,36350
38,2,11,46750
38,2,12,35200
39,1,1,15150
39,1,2,20650
39,1,3,16900
39,1,4,9900
39,1,5,18250
39,1,6,15550
39,1,7,13700
39,1,8,13150
39,1,9,10500
39,1,10,5950
39,1,12,10900
39,2,1,26650
39,2,2,28350
39,2,3,25050
39,2,4,24250
39,2,5,48200
39,2,6,37900
39,2,7,38300
39,2,10,42000
39,2,11,42800
39,2,12,47650
40,1,1,4200
40,1,2,15350
40,1,3,11550
40,1,5,21600
40,1,6,15050
40,1,7,13300
40,1,8,12750
40,1,9,8500
40,1,10,8550
40,1,11,4500
40,1,12,11400
40,2,1,23600
40,2,2,34050
40,2,3,29450
40,2,4,22800
40,2,5,34100
40,2,6,37600
40,2,7,44000
40,2,8,39550
40,2,9,37000
40,2,10,41200
40,2,12,44000
41,1,1,13450
41,1,2,12500
41,1,3,21050
41,1,4,9250
41,1,5,23050
41,1,6,19200
41,1,7,16500
41,1,8,15200
41,1,9,12550
41,1,10,12650
41,1,11,10900
41,1,12,5550
41,2,1,29850
41,2,2,31750
41,2,3,42300
41,2,4,32600
41,2,5,39900
41,2,6,35800
41,2,7,41900
41,2,8,49250
41,2,9,40100
41,2,11,60950
41,2,12,44400
42,1,1,14300
42,1,2,11400
42,1,3,15600
42,1,4,13400
42,1,5,13450
42,1,6,18250
42,1,7,12400
42,1,8,13550
42,1,9,12900
42,1,10,17400
42,1,11,8400
42,1,12,3450
42,2,1,29600
42,2,2,38050
42,2,3,35000
42,2,4,27550
42,2,5,28050
42,2,6,35900
42,2,7,41950
42,2,8,45350
42,2,9,46850
42,2,10,50300
42,2,11,42750
42,2,12,56100
43,1,1,20000
43,1,4,11700
43,1,5,13050
43,1,6,6700
43,1,7,17100
43,1,8,11650
43,1,9,11650
43,1,11,14600
43,1,12,9450
43,2,1,29700
43,2,2,28300
43,2,3,28200
43,2,4,33050
43,2,5,32100
43,2,6,42500
43,2,8,34750
43,2,9,52600
43,2,10,42050
43,2,11,39000
43,2,12,33250
44,1,1,13700
44,1,2,8700
44,1,3,14200
44,1,5,10850
44,1,6,10350
44,1,7,13800
44,1,8,8150
44,1,9,12800
44,1,11,8400
44,2,1,20200
44,2,2,34400
44,2,3,37150
44,2,4,37850
44,2,5,26500
44,2,7,29500
44,2,9,43950
44,2,10,24650
44,2,11,42500
44,2,12,43150
45,1,2,8550
45,1,3,12650
45,1,4,12100
45,1,5,20800
45,1,6,14950
45,1,7,13800
45,1,8,12550
45,1,9,7800
45,1,10,14400
45,1,11,5100
45,1,12,2950
45,2,1,22200
45,2,2,26850
45,2,3,24600
45,2,4,22500
45,2,5,39050
45,2,6,38500
45,2,7,38600
45,2,8,45000
45,2,9,37100
45,2,10,37700
45,2,12,44550
46,1,1,15150
46,1,3,11000
46,1,4,12700
46,1,5,12850
46,1,6,12050
46,1,8,11400
46,1,9,16150
46,1,10,9300
46,1,11,7200
46,1,12,5100
46,2,1,23000
46,2,2,29200
46,2,3,38800
46,2,4,35050
46,2,6,43100
46,2,7,33900
46,2,8,48400
46,2,9,40850
46,2,11,49150
46,2,12,40450
47,1,1,26500
47,1,2,11850
47,1,3,8400
47,1,4,14250
47,1,5,11850
47,1,7,13800
47,1,8,5600
47,1,9,17400
47,1,10,11050
47,1,11,10550
47,1,12,11400
47,2,1,20700
47,2,2,24700
47,2,4,18300
47,2,5,45950
47,2,6,54500
47,2,7,50000
47,2,8,38050
47,2,9,40250
47,2,10,49900
47,2,11,38600
47,2,12,36700
48,1,1,12500
48,1,2,4500
48,1,4,15100
48,1,5,9850
48,1,6,12700
48,1,8,24050
48,1,9,14600
48,1,10,9100
48,1,11,12850
48,1,12,8350
48,2,1,23450
48,2,2,28700
48,2,3,25550
48,2,4,39100
48,2,5,45000
48,2,7,36650
48,2,8,46250
48,2,10,38400
48,2,11,35550
48,2,12,31850
49,1,1,7750
49,1,3,14850
49,1,4,13300
49,1,5,11600
49,1,6,13700
49,1,7,15200
49,1,8,8350
49,1,9,8500
49,1,10,10950
49,1,11,11700
49,1,12,4950
49,2,1,25500
49,2,2,29400
49,2,3,23500
49,2,4,32500
49,2,5,29350
49,2,6,29150
49,2,7,37200
49,2,8,43550
49,2,10,45100
49,2,11,33550
49,2,12,64600
50,1,1,17100
50,1,2,16350
50,1,3,6250
50,1,4,11550
50,1,5,15100
50,1,7,14350
50,1,8,13250
50,1,9,11400
50,1,10,4650
50,1,11,6150
50,1,12,10850
50,2,1,19500
50,2,2,30250
50,2,3,26000
50,2,4,25400
50,2,5,23900
50,2,6,44950
50,2,7,46450
50,2,8,31750
50,2,9,38950
50,2,10,32500
50,2,11,40050
50,2,12,38700
51,1,1,13200
51,1,4,17750
51,1,5,11750
51,1,6,12600
51,1,8,11500
51,1,9,11500
51,1,10,8200
51,1,11,9950
51,2,1,33250
51,2,2,19000
51,2,4,25150
51,2,5,27550
51,2,8,46150
51,2,9,31850
51,2,10,46650
51,2,11,52300
51,2,12,41550
52,1,1,15250
52,1,4,15800
52,1,6,13100
52,1,7,17700
52,1,8,5600
52,1,10,6650
52,1,11,9100
52,1,12,7850
52,2,1,19450
52,2,2,23600
52,2,3,37150
52,2,4,27200
52,2,5,36900
52,2,6,43300
52,2,7,51300
52,2,8,42150
52,2,10,45200
52,2,11,37500
53,1,1,11550
53,1,2,21300
53,1,4,23650
53,1,5,13100
53,1,6,13200
53,1,7,7700
53,1,8,17350
53,1,10,12500
53,1,11,8450
53,1,12,9650
53,2,1,29850
53,2,2,21000
53,2,3,23000
53,2,4,32350
53,2,5,28200
53,2,6,49400
53,2,7,45900
53,2,8,32300
53,2,10,49000
53,2,11,44050
53,2,12,46500
54,1,1,24000
54,1,2,9350
54,1,3,11250
54,1,4,16050
54,1,5,14850
54,1,6,20550
54,1,7,13050
54,1,8,7600
54,1,9,20700
54,1,10,8100
54,1,11,7100
54,1,12,12600
54,2,1,35550
54,2,2,34350
54,2,4,33350
54,2,5,37500
54,2,6,64200
54,2,7,42700
54,2,8,47500
54,2,9,49150
54,2,10,47350
55,1,1,13850
55,1,4,10850
55,1,5,15650
55,1,6,11650
55,1,7,17550
55,1,8,14600
55,1,9,17250
55,1,10,5550
55,1,11,9350
55,1,12,4350
55,2,1,28050
55,2,2,35750
55,2,3,30850
55,2,4,37250
55,2,5,38950
55,2,6,38550
55,2,7,46900
55,2,8,47950
55,2,9,44000
55,2,10,42150
55,2,11,48950
55,2,12,42500
56,1,1,15450
56,1,2,11250
56,1,3,7700
56,1,4,21250
56,1,5,7700
56,1,7,16950
56,1,8,12600
56,1,9,15150
56,1,10,9050
56,1,11,4000
56,1,12,3750
56,2,3,37300
56,2,4,27600
56,2,6,52250
56,2,7,40600
56,2,8,48350
56,2,9,55400
56,2,10,31300
56,2,12,42200
57,1,1,13150
57,1,2,16600
57,1,3,16950
57,1,5,10550
57,1,6,10800
57,1,7,15150
57,1,8,12000
57,1,9,12650
57,1,10,14500
57,1,12,8250
57,2,1,26850
57,2,2,25400
57,2,3,34800
57,2,4,27550
57,2,5,39200
57,2,6,39300
57,2,7,32050
57,2,8,40850
57,2,9,40600
57,2,10,46450
58,1,1,8800
58,1,2,15900
58,1,3,12250
58,1,4,6900
58,1,5,13600
58,1,6,14950
58,1,7,14800
58,1,8,12400
58,1,9,11650
58,1,10,7150
58,1,11,9200
58,1,12,3450
58,2,1,27300
58,2,2,25800
58,2,4,29450
58,2,5,30800
58,2,6,39400
58,2,7,35950
58,2,8,50400
58,2,9,35800
58,2,10,38350
58,2,11,40150
58,2,12,59850
59,1,1,18650
59,1,2,11100
59,1,3,11250
59,1,4,16200
59,1,5,15500
59,1,6,23000
59,1,7,11550
59,1,8,24100
59,1,9,15700
59,1,10,9050
59,1,11,4800
59,1,12,10050
59,2,1,28450
59,2,3,27350
59,2,4,30350
59,2,5,43900
59,2,6,43000
59,2,7,39350
59,2,8,53900
59,2,9,38350
59,2,10,38350
59,2,11,39350
59,2,12,38000
60,1,1,14250
60,1,2,16950
60,1,3,11500
60,1,4,12450
60,1,5,11250
60,1,6,19100
60,1,7,14850
60,1,8,14900
60,1,9,9500
60,1,10,11550
60,1,11,2500
60,1,12,5400
60,2,1,23700
60,2,2,20900
60,2,3,29900
60,2,4,41150
60,2,5,38700
60,2,6,41050
60,2,7,47250
60,2,8,48900
60,2,9,48950
60,2,10,43150
60,2,11,37950
60,2,12,34300
61,1,2,14450
61,1,6,10200
61,1,7,14450
61,1,8,16800
61,1,9,12100
61,1,10,16950
61,1,11,9450
61,1,12,12000
61,2,1,28900
61,2,3,28600
61,2,4,28400
61,2,6,31900
61,2,7,39950
61,2,8,44700
61,2,9,41000
61,2,10,46250
61,2,11,49000
61,2,12,42850
62,1,1,17400
62,1,2,10600
62,1,3,11550
62,1,4,11650
62,1,5,13400
62,1,6,10650
62,1,7,16200
62,1,8,15200
62,1,9,9500
62,1,10,4800
62,1,12,6900
62,2,1,14850
62,2,2,24150
62,2,3,23100
62,2,4,30950
62,2,5,25600
62,2,6,41300
62,2,7,45550
62,2,8,49600
62,2,9,38950
62,2,10,49350
62,2,11,42150
62,2,12,47000
63,1,1,13500
63,1,2,14250
63,1,3,9700
63,1,4,12100
63,1,5,5900
63,1,6,22550
63,1,7,15950
63,1,8,12450
63,1,9,19800
63,1,10,9200
63,1,11,7950
63,1,12,5000
63,2,1,25300
63,2,2,25050
63,2,3,27850
63,2,4,38050
63,2,5,37000
63,2,6,36950
63,2,7,31850
63,2,8,44300
63,2,9,52600
63,2,10,46000
63,2,11,38000
63,2,12,43200
64,1,1,13650
64,1,2,6500
64,1,3,8850
64,1,4,6700
64,1,5,18300
64,1,6,16150
64,1,7,15900
64,1,8,15250
64,1,9,13550
64,1,10,6600
64,1,11,4350
64,1,12,4650
64,2,1,21500
64,2,2,27850
64,2,3,23850
64,2,4,28000
64,2,5,34000
64,2,6,30100
64,2,8,34900
64,2,9,51900
64,2,10,52500
64,2,11,24650
64,2,12,32150
65,1,1,14400
65,1,2,8250
65,1,3,3700
65,1,4,16500
65,1,5,17400
65,1,6,16100
65,1,7,15050
65,1,8,11600
65,1,9,12350
65,1,10,3400
65,1,11,3050
65,2,1,12100
65,2,2,29700
65,2,3,28250
65,2,4,38450
65,2,5,43600
65,2,7,51900
65,2,8,42600
65,2,9,39500
65,2,10,37600
65,2,12,38600
66,1,1,12200
66,1,2,11500
66,1,3,16700
66,1,4,10050
66,1,5,12750
66,1,6,15200
66,1,7,9550
66,1,8,14050
66,1,9,8650
66,1,11,16450
66,2,1,24950
66,2,2,28550
66,2,3,37150
66,2,4,26950
66,2,5,40050
66,2,6,35950
66,2,7,41000
66,2,8,53750
66,2,9,51100
66,2,10,42150
66,2,11,34200
66,2,12,41500
67,1,1,15500
67,1,2,14850
67,1,3,8100
67,1,4,7250
67,1,5,14200
67,1,6,4600
67,1,8,14450
67,1,9,7850
67,1,10,6950
67,1,11,5700
67,1,12,8450
67,2,1,25350
67,2,2,26400
67,2,3,32500
67,2,4,26650
67,2,5,33600
67,2,6,41900
67,2,7,40700
67,2,8,39700
67,2,9,44750
67,2,10,50150
67,2,11,43700
67,2,12,51700
68,1,1,19950
68,1,2,12100
68,1,4,13250
68,1,5,13200
68,1,6,21350
68,1,7,12050
68,1,8,20650
68,1,10,6100
68,1,11,13750
68,1,12,9100
68,2,1,28650
68,2,2,15500
68,2,3,30250
68,2,4,29650
68,2,5,42000
68,2,6,37950
68,2,7,46800
68,2,8,48150
68,2,9,49350
68,2,10,58150
68,2,11,41100
68,2,12,44250
69,1,1,15000
69,1,2,12750
69,1,3,10750
69,1,4,6000
69,1,5,11200
69,1,6,15300
69,1,7,15100
69,1,8,15800
69,1,9,18250
69,1,10,8150
69,1,11,4800
69,1,12,7600
69,2,1,21900
69,2,2,22350
69,2,3,29950
69,2,4,26300
69,2,5,39650
69,2,6,46750
69,2,7,37500
69,2,8,31300
69,2,10,29500
69,2,11,39600
69,2,12,40050
70,1,1,16750
70,1,2,18550
70,1,3,14950
70,1,4,17600
70,1,5,17100
70,1,6,14300
70,1,7,13550
70,1,8,10500
70,1,11,3600
70,2,1,18400
70,2,2,30600
70,2,3,39300
70,2,5,32450
70,2,6,37300
70,2,7,44800
70,2,8,38450
70,2,9,43700
70,2,10,38700
70,2,11,43250
70,2,12,41200
71,1,1,13000
71,1,2,6450
71,1,3,14100
71,1,4,10700
71,1,5,8650
71,1,6,12200
71,1,7,11750
71,1,8,4300
71,1,9,7450
71,1,11,10600
71,1,12,5650
71,2,1,19200
71,2,2,27050
71,2,3,30000
71,2,4,25650
71,2,5,44550
71,2,7,40650
71,2,8,32500
71,2,9,53150
71,2,10,53050
71,2,11,48200
71,2,12,45650
72,1,1,13000
72,1,2,22800
72,1,3,12300
72,1,4,10450
72,1,5,17300
72,1,6,18850
72,1,8,16300
72,1,9,9900
72,1,10,7050
72,1,11,11500
72,1,12,9600
72,2,2,26300
72,2,3,24550
72,2,4,26400
72,2,5,33550
72,2,6,39050
72,2,7,33600
72,2,8,38150
72,2,9,44400
72,2,11,44850
72,2,12,44250
73,1,2,7600
73,1,3,11450
73,1,4,9000
